Unnamed: 0,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,target_value,target_id,is_home,current_age,freq,target_value_binary,stratify_col
26007,44932,2007-09-15 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,4,0,0.0,0.0,8554,2,25,36.0,1,True,23.435616438356163,11,1,44932_1
21810,41434,2007-09-22 11:00:00,7,0,174,3.0,1,1,1,0,0,0,1,0,2,0.0,0.0,9836,1,5,32.0,1,False,26.947945205479453,19,1,41434_1
21590,470699,2019-02-15 05:15:00,15,37,3389,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,9867,3,37,50.0,1,False,27.03287671232877,11,1,470699_1
17636,34102,2019-02-10 07:00:00,6,5,504,3.0,3,0,1,0,0,0,1,7,2,0.0,0.0,11609,2,5,38.0,1,False,31.805479452054797,16,1,34102_1
16146,219889,2016-09-09 13:30:00,2,8,1004,3.0,3,0,1,0,0,0,1,6,0,1.7,0.0,10910,1,8,25.0,1,False,29.89041095890411,33,1,219889_1
12060,5334,2022-02-15 08:10:00,2,2,757,3.0,3,0,1,0,0,0,1,7,2,1.74,0.0,12874,3,8,35.0,1,True,35.271232876712325,21,1,5334_1
17464,56029,2011-10-11 11:00:00,25,25,2025,3.0,2,0,1,0,0,0,1,9,2,0.0,0.0,8921,6,4,41.0,1,True,24.44109589041096,24,1,56029_1
10845,233400,2020-02-29 06:30:00,32,0,2585,3.0,1,1,1,0,0,0,1,7,2,0.0,0.0,10758,2,16,38.0,1,False,29.473972602739725,16,1,233400_1
15522,348144,2016-09-27 16:00:00,7,0,1965,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,8018,3,4,27.0,1,False,21.96712328767123,26,1,348144_1
21675,28235,2019-02-06 07:00:00,6,5,1166,3.0,3,0,1,0,0,0,1,6,0,0.0,0.0,12116,2,5,29.0,1,False,33.1945205479452,23,1,28235_1
17329,24598,2012-09-29 10:00:00,1,0,2503,3.0,2,1,1,0,0,0,1,5,0,5.09,0.0,9516,4,5,30.0,1,False,26.07123287671233,18,1,24598_1
18615,25490,2021-11-07 14:00:00,30,0,848,3.0,3,1,1,0,0,0,1,7,2,0.0,0.0,12637,4,7,54.0,1,False,34.62191780821918,11,1,25490_1
18278,1233053,2022-05-15 06:30:00,114,0,1870,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,8819,2,18,41.0,1,False,24.16164383561644,24,1,1233053_1
8355,56143,2022-07-03 17:30:00,25,4,629,3.0,1,0,1,0,0,0,1,0,0,0.0,0.0,12885,3,4,68.0,1,False,35.3013698630137,11,1,56143_1
22944,24611,2009-06-08 12:30:00,29,0,34,3.0,1,1,1,0,0,0,1,3,0,0.0,0.0,9041,2,25,23.0,1,False,24.76986301369863,34,1,24611_1
5994,297433,2019-03-05 20:00:00,1,4,1697,3.0,2,0,1,0,0,0,1,9,2,0.0,0.0,10752,2,4,68.0,1,False,29.457534246575342,11,1,297433_1
