,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,days_extended,actual_days,position_id,style_id,current_age_in_days,batting_order,opponent_team_id,mt,inns,rn,fo,si,ft,hn,bf,dk,times_not_out,hs,bta,btsr,team1_id,team2_id,is_home,followon,current_age,rain_rule,country_id,opposition_mt,opposition_inns,opposition_rn,opposition_fo,opposition_si,opposition_ft,opposition_hn,opposition_bf,opposition_dk,opposition_times_not_out,opposition_hs,opposition_bta,opposition_btsr,host_mt,host_inns,host_rn,host_fo,host_si,host_ft,host_hn,host_bf,host_dk,host_times_not_out,host_hs,host_bta,host_btsr,batting_positionval1_mt,batting_positionval1_inns,batting_positionval1_rn,batting_positionval1_fo,batting_positionval1_si,batting_positionval1_ft,batting_positionval1_hn,batting_positionval1_bf,batting_positionval1_dk,batting_positionval1_times_not_out,batting_positionval1_hs,batting_positionval1_bta,batting_positionval1_btsr,target_id
0,820351,12/12/23 22:00,4,0,199,3,3,0,1,0,1,5,16,11099,1,1,51,48,979,63,42,2,1,1153,3,3,101,21.75,84.9,4,1,FALSE,0,30.40821918,0,4,5,4,70,4,5,0,0,61,0,1,28,23.33,114.75,14,13,261,21,8,1,0,316,1,1,74,21.75,82.59,,,,,,,,,,,,,,1
1,581379,12/12/23 22:00,4,0,199,3,3,0,1,0,1,9,16,10989,2,1,118,113,4940,401,82,24,15,6425,5,15,170,50.4,76.88,4,1,FALSE,0,30.10684932,0,4,14,12,327,28,5,2,0,460,0,0,72,27.25,71.08,48,45,1503,114,24,10,2,2164,1,3,115,35.78,69.45,15,15,990,91,15,4,4,1121,1,2,170,76.15,88.31,1
2,391832,12/12/23 22:00,4,0,199,3,3,0,1,0,1,0,16,11587,3,1,42,31,687,48,4,3,0,910,3,4,94,25.44,75.49,4,1,FALSE,0,31.74520548,0,4,,,,,,,,,,,,,,16,12,140,10,0,0,0,233,2,2,33,14,60.08,1,1,38,3,0,0,0,48,0,0,38,38,79.16,1
3,1209190,12/12/23 22:00,4,0,199,3,3,0,1,0,1,1,16,7897,4,1,0,,,,,,,,,,,,,4,1,FALSE,0,21.63561644,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
4,670025,12/12/23 22:00,4,0,199,3,3,0,1,0,1,7,6,9847,5,1,50,47,1471,113,52,4,5,1400,2,3,139,33.43,105.07,4,1,FALSE,0,26.97808219,0,4,6,5,180,15,6,0,1,154,0,2,104,60,116.88,18,16,446,32,13,1,2,448,0,2,125,31.85,99.55,21,21,610,40,26,2,2,547,1,3,106,33.88,111.51,1
5,391485,12/12/23 22:00,4,0,199,3,3,0,1,0,1,2,16,11725,6,1,138,114,2237,160,69,12,0,2479,11,24,99,24.85,90.23,4,1,FALSE,0,32.12328767,0,4,14,10,228,15,8,1,0,214,1,1,77,25.33,106.54,56,45,621,46,14,2,0,769,8,10,68,17.74,80.75,31,31,768,51,25,5,0,808,1,2,99,26.48,95.04,1
6,530812,12/12/23 22:00,4,0,199,3,3,0,1,0,1,1,6,11188,7,1,38,28,266,14,10,1,0,364,3,9,60,14,73.07,4,1,FALSE,0,30.65205479,0,4,,,,,,,,,,,,,,18,13,102,6,3,0,0,156,1,3,32,10.2,65.38,5,5,142,8,6,1,0,145,0,2,60,47.33,97.93,1
7,670035,12/12/23 22:00,4,0,199,3,3,0,1,0,1,7,16,10588,8,1,34,34,1001,115,23,6,2,1188,5,2,112,31.28,84.25,4,1,FALSE,0,29.00821918,0,4,,,,,,,,,,,,,,14,14,216,20,4,1,0,340,3,0,54,15.42,63.52,,,,,,,,,,,,,,1
8,348056,12/12/23 22:00,4,0,199,3,3,0,1,0,1,4,6,11417,9,1,28,26,660,75,21,2,2,775,3,0,120,25.38,85.16,4,1,FALSE,0,31.27945205,0,4,,,,,,,,,,,,,,11,11,294,38,7,1,1,324,2,0,105,26.72,90.74,,,,,,,,,,,,,,1
9,604302,12/12/23 22:00,4,0,199,3,3,0,1,0,1,9,6,10298,10,1,61,58,1983,157,80,11,3,2000,3,8,118,39.66,99.15,4,1,FALSE,0,28.21369863,0,4,2,2,63,3,1,1,0,82,1,0,63,31.5,76.82,25,23,665,45,30,5,0,730,3,3,91,33.25,91.09,,,,,,,,,,,,,,1
10,276298,12/12/23 22:00,4,0,199,3,3,0,1,0,1,0,16,13010,11,1,56,47,1034,94,57,4,0,794,6,9,92,27.21,130.22,4,1,FALSE,0,35.64383562,0,4,3,3,77,4,5,0,0,75,0,0,49,25.66,102.66,18,12,380,36,17,2,0,299,0,3,92,42.22,127.09,,,,,,,,,,,,,,1
11,914541,12/12/23 22:00,4,0,199,3,3,0,1,0,1,5,6,9250,12,1,0,,,,,,,,,,,,,4,1,FALSE,0,25.34246575,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
12,677077,12/12/23 22:00,4,0,199,3,3,0,1,0,1,2,16,10608,13,1,25,19,283,27,7,1,0,301,2,2,50,16.64,94.01,4,1,FALSE,0,29.0630137,0,4,,,,,,,,,,,,,,15,12,173,18,4,1,0,180,1,2,50,17.3,96.11,,,,,,,,,,,,,,1
13,308967,12/12/23 22:00,1,0,199,3,3,0,1,0,1,9,16,12148,1,4,175,148,4928,400,166,25,11,4193,13,26,162,40.39,117.52,4,1,FALSE,0,33.28219178,0,4,17,12,388,30,19,1,1,319,2,2,150,38.8,121.63,11,10,343,25,19,1,1,280,2,1,150,38.11,122.5,,,,,,,,,,,,,,1
14,1263691,12/12/23 22:00,1,0,199,3,3,0,1,0,1,2,16,7060,2,4,3,2,8,0,0,0,0,15,0,0,6,4,53.33,4,1,FALSE,0,19.34246575,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
15,8917,12/12/23 22:00,1,0,199,3,3,0,1,0,1,4,6,13326,3,4,135,109,2301,197,77,6,3,2335,6,15,128,24.47,98.54,4,1,FALSE,0,36.50958904,0,4,16,11,317,23,11,1,1,284,1,3,102,39.62,111.61,11,9,167,10,1,1,0,202,1,2,55,23.85,82.67,1,1,9,2,0,0,0,8,0,0,9,9,112.5,1
16,1039481,12/12/23 22:00,1,0,199,3,3,0,1,0,1,1,16,9458,4,4,4,2,37,7,0,0,0,24,0,0,35,18.5,154.16,4,1,FALSE,0,25.91232877,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
17,911707,12/12/23 22:00,1,0,199,3,3,0,1,0,1,3,16,9059,5,4,10,10,251,26,7,2,0,272,1,0,80,25.1,92.27,4,1,FALSE,0,24.81917808,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,37,5,1,0,0,40,0,0,20,18.5,92.5,1
18,662973,12/12/23 22:00,1,0,199,3,3,0,1,0,1,0,6,9323,6,4,29,22,418,25,19,1,0,441,1,3,95,22,94.78,4,1,FALSE,0,25.54246575,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
19,521637,12/12/23 22:00,1,0,199,3,3,0,1,0,1,7,6,10648,7,4,8,8,301,29,4,2,1,321,2,1,107,43,93.76,4,1,FALSE,0,29.17260274,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20,897549,12/12/23 22:00,1,0,199,3,3,0,1,0,1,4,16,9152,8,4,4,4,160,13,8,1,0,144,0,0,94,40,111.11,4,1,FALSE,0,25.0739726,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
21,459257,12/12/23 22:00,1,0,199,3,3,0,1,0,1,1,16,11444,10,4,0,,,,,,,,,,,,,4,1,FALSE,0,31.35342466,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
22,244497,12/12/23 22:00,1,0,199,3,3,0,1,0,1,1,16,13082,11,4,132,65,805,79,11,1,0,822,6,21,69,18.29,97.93,4,1,FALSE,0,35.84109589,0,4,14,4,33,5,1,0,0,31,1,1,15,11,106.45,8,3,24,3,1,0,0,28,1,0,15,8,85.71,3,3,14,2,0,0,0,15,0,3,9,,93.33,1
23,669365,12/12/23 22:00,1,0,199,3,3,0,1,0,1,9,16,9967,12,4,16,14,549,80,8,3,1,415,0,0,122,39.21,132.28,4,1,FALSE,0,27.30684932,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
24,857975,12/12/23 22:00,1,0,199,3,3,0,1,0,1,1,16,9523,13,4,0,,,,,,,,,,,,,4,1,FALSE,0,26.09041096,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
25,461632,12/12/23 22:00,1,0,199,3,3,0,1,0,1,1,16,10886,14,4,29,14,35,3,1,0,0,70,1,11,15,11.66,50,4,1,FALSE,0,29.82465753,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
26,247235,12/12/23 22:00,1,0,199,3,3,0,1,0,1,0,16,12703,16,4,119,85,1437,108,19,5,0,1628,8,23,95,23.17,88.26,4,1,FALSE,0,34.80273973,0,4,12,6,155,11,3,1,0,189,1,2,68,38.75,82.01,7,4,81,6,2,1,0,101,1,2,68,40.5,80.19,,,,,,,,,,,,,,1
