Unnamed: 0,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,mt,inns,rn,fo,si,ft,ft.1,hn,bf,dk,times_not_out,hs,bta,btsr,country_id,target_value,target_id,is_home,current_age,opposition_mt,opposition_inns,opposition_rn,opposition_fo,opposition_si,opposition_ft,opposition_hn,opposition_bf,opposition_dk,opposition_times_not_out,opposition_hs,opposition_bta,opposition_btsr,host_mt,host_inns,host_rn,host_fo,host_si,host_ft,host_hn,host_bf,host_dk,host_times_not_out,host_hs,host_bta,host_btsr,batting_positionval1_mt,batting_positionval1_inns,batting_positionval1_rn,batting_positionval1_fo,batting_positionval1_si,batting_positionval1_ft,batting_positionval1_hn,batting_positionval1_bf,batting_positionval1_dk,batting_positionval1_times_not_out,batting_positionval1_hs,batting_positionval1_bta,batting_positionval1_btsr,freq,target_value_binary,stratify_col
16382,298438,2018-06-21 13:00:00,1,1,1039,2.0,2,0,1,0,0,0,1,6,16,0.0,0.0,10197.0,1,2,116,110.0,4271.0,511.0,81.0,21.0,21.0,12.0,4047.0,11.0,3.0,180.0,39.91,105.53,1,12.0,4,True,27.936986301369863,23,23.0,907.0,112.0,19.0,4.0,3.0,825.0,4.0,0.0,180.0,39.43,109.93,62,59.0,2359.0,269.0,49.0,14.0,6.0,2182.0,7.0,2.0,162.0,41.38,108.11,110.0,110.0,4271.0,511.0,81.0,21.0,12.0,4047.0,11.0,3.0,180.0,39.91,105.53,314,0,298438_4
39740,55343,2007-08-26 07:30:00,9,9,260,2.0,1,0,1,0,0,0,1,0,16,0.0,0.0,7835.0,5,3,213,198.0,4340.0,343.0,106.0,19.0,19.0,2.0,5423.0,17.0,26.0,117.0,25.23,80.02,9,13.0,1,True,21.46575342465753,21,20.0,389.0,37.0,6.0,2.0,0.0,563.0,2.0,1.0,90.0,20.47,69.09,109,98.0,2099.0,154.0,50.0,10.0,1.0,2640.0,13.0,15.0,104.0,25.28,79.5,33.0,33.0,581.0,36.0,17.0,2.0,0.0,809.0,7.0,1.0,79.0,18.15,71.81,268,0,55343_1
15531,8917,2017-03-05 13:30:00,1,4,1985,2.0,1,0,1,0,0,0,1,4,6,6.0,0.0,10853.0,7,4,135,109.0,2301.0,197.0,77.0,6.0,6.0,3.0,2335.0,6.0,15.0,128.0,24.47,98.54,4,0.0,4,False,29.734246575342464,16,11.0,317.0,23.0,11.0,1.0,1.0,284.0,1.0,3.0,102.0,39.62,111.61,11,9.0,167.0,10.0,1.0,1.0,0.0,202.0,1.0,2.0,55.0,23.85,82.67,70.0,70.0,1234.0,96.0,41.0,3.0,1.0,1224.0,4.0,13.0,102.0,21.64,100.81,17856,0,8917_4
21142,290716,2018-09-25 11:30:00,6,0,2439,2.0,1,1,1,0,0,0,1,4,16,0.0,0.0,12236.0,6,40,73,52.0,1389.0,141.0,24.0,6.0,6.0,2.0,1367.0,2.0,19.0,120.0,42.09,101.6,27,2.0,4,False,33.52328767123288,2,2.0,71.0,5.0,1.0,1.0,0.0,94.0,0.0,0.0,52.0,35.5,75.53,6,3.0,70.0,3.0,2.0,0.0,0.0,80.0,0.0,2.0,28.0,70.0,87.5,32.0,32.0,997.0,99.0,21.0,3.0,2.0,936.0,0.0,12.0,120.0,49.85,106.51,3828,0,290716_4
37674,4578,2007-02-02 03:15:00,2,2,132,2.0,2,0,1,0,0,0,1,5,16,1.78,0.0,9437.0,4,1,245,223.0,7981.0,665.0,53.0,58.0,58.0,8.0,10104.0,10.0,44.0,130.0,44.58,78.98,2,18.0,1,True,25.854794520547944,44,39.0,1430.0,116.0,5.0,11.0,1.0,1893.0,1.0,6.0,105.0,43.33,75.54,107,101.0,3358.0,260.0,21.0,23.0,2.0,4204.0,4.0,14.0,117.0,38.59,79.87,111.0,111.0,4223.0,334.0,27.0,32.0,5.0,5490.0,4.0,20.0,130.0,46.4,76.92,193,0,4578_1
34748,633362,2014-07-22 07:00:00,40,9,261,2.0,1,0,1,0,0,0,1,0,16,0.0,0.0,7133.0,8,9,19,11.0,66.0,3.0,2.0,0.0,0.0,0.0,100.0,2.0,4.0,21.0,9.42,66.0,9,14.0,1,False,19.542465753424658,7,5.0,38.0,1.0,2.0,0.0,0.0,49.0,2.0,1.0,21.0,9.5,77.55,11,7.0,31.0,1.0,1.0,0.0,0.0,50.0,2.0,2.0,14.0,6.2,62.0,2.0,2.0,35.0,1.0,2.0,0.0,0.0,41.0,0.0,0.0,21.0,17.5,85.36,266,0,633362_1
21316,44932,2013-11-01 11:00:00,3,0,2439,2.0,2,1,1,0,0,0,1,4,6,0.0,0.0,10793.0,3,7,199,179.0,5117.0,347.0,75.0,27.0,27.0,4.0,6052.0,7.0,40.0,150.0,36.81,84.55,27,3.0,4,False,29.56986301369863,18,17.0,489.0,35.0,3.0,3.0,0.0,641.0,0.0,3.0,64.0,34.92,76.28,10,10.0,321.0,22.0,2.0,3.0,0.0,401.0,0.0,3.0,64.0,45.85,80.04,15.0,15.0,485.0,45.0,6.0,2.0,1.0,622.0,0.0,2.0,129.0,37.3,77.97,2278,0,44932_4
29537,56029,2008-11-09 08:00:00,25,3,311,2.0,1,0,1,0,0,0,1,9,16,0.0,0.0,7855.0,8,3,263,246.0,7577.0,597.0,98.0,48.0,48.0,9.0,9519.0,11.0,40.0,144.0,36.78,79.59,3,2.0,1,False,21.52054794520548,15,12.0,320.0,27.0,3.0,2.0,1.0,435.0,0.0,1.0,110.0,29.09,73.56,8,7.0,201.0,17.0,3.0,1.0,1.0,266.0,0.0,1.0,110.0,33.5,75.56,6.0,6.0,25.0,2.0,0.0,0.0,0.0,40.0,1.0,3.0,16.0,8.33,62.5,3828,0,56029_1
22659,9062,2008-02-15 01:00:00,1,5,283,2.0,2,0,1,0,1,0,1,7,16,5.1,0.0,9441.0,3,5,161,157.0,5416.0,525.0,32.0,35.0,35.0,4.0,7019.0,6.0,14.0,141.0,37.87,77.16,5,10.0,4,False,25.86575342465753,23,23.0,654.0,74.0,7.0,3.0,0.0,896.0,2.0,0.0,82.0,28.43,72.99,11,11.0,388.0,44.0,3.0,3.0,0.0,503.0,1.0,0.0,73.0,35.27,77.13,51.0,51.0,1724.0,161.0,7.0,10.0,1.0,2325.0,2.0,3.0,126.0,35.91,74.15,392,0,9062_4
19276,629070,2019-06-08 09:30:00,25,1,644,2.0,1,0,1,0,0,0,1,2,6,0.0,0.0,8254.0,8,1,29,19.0,362.0,29.0,6.0,2.0,2.0,0.0,422.0,1.0,9.0,51.0,36.2,85.78,1,0.0,4,False,22.613698630136987,1,1.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,5.0,62.5,7,5.0,87.0,12.0,1.0,1.0,0.0,72.0,1.0,2.0,51.0,29.0,120.83,10.0,10.0,178.0,19.0,3.0,2.0,0.0,167.0,1.0,5.0,51.0,35.6,106.58,17856,0,629070_4
48013,402245,2015-10-20 07:30:00,40,9,261,2.0,1,0,1,0,0,0,1,2,21,0.0,0.0,8832.0,11,9,31,16.0,23.0,0.0,1.0,0.0,0.0,0.0,94.0,1.0,9.0,7.0,3.28,24.46,9,3.0,2,False,24.197260273972603,14,9.0,12.0,0.0,0.0,0.0,0.0,54.0,0.0,5.0,4.0,3.0,22.22,9,6.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,4.0,3.0,27.27,11.0,11.0,14.0,0.0,1.0,0.0,0.0,45.0,0.0,8.0,7.0,4.66,31.11,2278,0,402245_2
23394,11728,2008-02-15 01:00:00,1,5,283,2.0,2,0,1,0,1,0,1,6,6,6.02,0.0,8452.0,1,5,92,92.0,3204.0,363.0,10.0,19.0,19.0,5.0,4154.0,7.0,4.0,137.0,36.4,77.13,5,1.0,4,False,23.156164383561645,13,13.0,464.0,49.0,3.0,4.0,0.0,619.0,1.0,0.0,78.0,35.69,74.95,8,8.0,312.0,32.0,1.0,3.0,0.0,449.0,0.0,0.0,78.0,39.0,69.48,86.0,86.0,2998.0,336.0,10.0,18.0,5.0,3913.0,7.0,4.0,137.0,36.56,76.61,7055,0,11728_4
18920,379143,2019-05-30 09:30:00,3,1,45,2.0,1,0,1,0,0,0,1,9,6,0.0,0.0,9660.0,1,1,151,151.0,6607.0,758.0,112.0,30.0,30.0,20.0,6818.0,4.0,7.0,178.0,45.88,96.9,1,6.0,4,False,26.46575342465753,18,18.0,906.0,101.0,17.0,4.0,3.0,923.0,0.0,2.0,138.0,56.62,98.15,18,18.0,667.0,74.0,4.0,6.0,0.0,776.0,0.0,2.0,98.0,41.68,85.95,86.0,86.0,4281.0,494.0,79.0,18.0,15.0,4249.0,1.0,5.0,178.0,52.85,100.75,783,0,379143_4
26198,12450,2010-09-17 12:00:00,1,1,45,2.0,2,0,1,0,0,0,1,10,6,5.11,0.0,8858.0,2,7,8,8.0,244.0,36.0,0.0,1.0,1.0,0.0,231.0,1.0,0.0,87.0,30.5,105.62,1,3.0,4,True,24.26849315068493,5,5.0,197.0,31.0,0.0,1.0,0.0,186.0,0.0,0.0,87.0,39.4,105.91,5,5.0,197.0,31.0,0.0,1.0,0.0,186.0,0.0,0.0,87.0,39.4,105.91,7.0,7.0,239.0,36.0,0.0,1.0,0.0,227.0,1.0,0.0,87.0,34.14,105.28,2278,0,12450_4
41473,56266,2006-12-09 03:00:00,25,25,2025,2.0,1,0,1,0,0,0,1,6,16,0.0,0.0,7699.0,3,9,85,85.0,1954.0,205.0,49.0,14.0,14.0,0.0,2353.0,8.0,6.0,92.0,24.73,83.04,25,4.0,1,True,21.09315068493151,20,20.0,606.0,60.0,21.0,5.0,0.0,679.0,1.0,3.0,92.0,35.64,89.24,35,35.0,987.0,98.0,26.0,9.0,0.0,1132.0,2.0,5.0,81.0,32.9,87.19,54.0,54.0,1303.0,148.0,33.0,9.0,0.0,1449.0,6.0,4.0,81.0,26.06,89.92,1444,0,56266_1
2644,547749,2022-07-12 09:45:00,5,29,974,2.0,1,0,1,0,0,0,1,7,16,0.0,0.0,10824.0,3,29,27,27.0,991.0,102.0,20.0,7.0,7.0,2.0,1157.0,3.0,3.0,120.0,41.29,85.65,29,0.0,6,False,29.654794520547945,3,3.0,4.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,1.33,25.0,3,3.0,4.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,1.33,25.0,9.0,9.0,373.0,32.0,8.0,1.0,2.0,427.0,1.0,2.0,120.0,53.28,87.35,17856,0,547749_6
29307,550215,2021-09-07 09:00:00,3,8,1004,2.0,2,0,1,0,0,0,1,1,6,0.0,0.0,9602.0,9,8,97,40.0,344.0,26.0,10.0,0.0,0.0,0.0,412.0,2.0,18.0,31.0,15.63,83.49,8,8.0,1,False,26.306849315068494,19,4.0,36.0,4.0,0.0,0.0,0.0,44.0,0.0,2.0,13.0,18.0,81.81,7,3.0,33.0,4.0,0.0,0.0,0.0,38.0,0.0,2.0,13.0,33.0,86.84,23.0,23.0,235.0,18.0,7.0,0.0,0.0,276.0,2.0,9.0,31.0,16.78,85.14,541,0,550215_1
33621,352048,2019-07-04 09:30:00,40,0,179,2.0,1,1,1,0,0,0,1,4,16,0.0,0.0,10257.0,1,4,79,68.0,1207.0,99.0,29.0,5.0,5.0,0.0,1625.0,6.0,8.0,82.0,20.11,74.27,1,5.0,1,False,28.101369863013694,7,6.0,138.0,13.0,4.0,1.0,0.0,165.0,0.0,1.0,51.0,27.6,83.63,9,9.0,194.0,20.0,2.0,0.0,0.0,243.0,0.0,0.0,47.0,21.55,79.83,2.0,2.0,52.0,4.0,0.0,0.0,0.0,81.0,0.0,0.0,47.0,26.0,64.19,1048,0,352048_1
19978,51880,2009-03-27 13:30:00,4,4,199,2.0,1,0,1,0,1,0,1,0,6,0.0,0.0,10780.0,1,1,301,294.0,10480.0,1128.0,331.0,54.0,54.0,25.0,12019.0,25.0,17.0,215.0,37.83,87.19,4,5.0,4,True,29.534246575342465,36,34.0,1632.0,146.0,85.0,8.0,4.0,1697.0,1.0,2.0,162.0,51.0,96.16,120,117.0,4217.0,432.0,147.0,25.0,7.0,4865.0,6.0,3.0,162.0,36.99,86.68,213.0,213.0,7791.0,811.0,255.0,39.0,20.0,8967.0,20.0,11.0,162.0,38.56,86.88,1048,0,51880_4
34402,41434,2011-11-23 11:00:00,7,0,1965,2.0,2,1,1,0,0,0,1,0,16,0.0,0.0,11359.0,1,8,218,216.0,6614.0,664.0,110.0,38.0,38.0,11.0,8633.0,19.0,15.0,140.0,32.9,76.61,27,14.0,1,False,31.12054794520548,38,37.0,1322.0,130.0,21.0,6.0,4.0,1711.0,2.0,3.0,140.0,38.88,77.26,49,48.0,1631.0,160.0,20.0,6.0,4.0,2132.0,2.0,5.0,140.0,37.93,76.5,84.0,84.0,2450.0,255.0,31.0,14.0,4.0,3473.0,10.0,2.0,139.0,29.87,70.54,266,0,41434_1
48984,9310,2011-07-09 09:45:00,1,1,75,2.0,1,0,1,0,0,0,1,0,18,6.0,0.0,9627.0,8,8,85,64.0,871.0,88.0,6.0,1.0,1.0,0.0,965.0,6.0,20.0,80.0,19.79,90.25,1,3.0,2,True,26.375342465753423,11,9.0,112.0,9.0,1.0,0.0,0.0,123.0,0.0,1.0,26.0,14.0,91.05,48,37.0,488.0,48.0,1.0,0.0,0.0,544.0,3.0,11.0,34.0,18.76,89.7,46.0,46.0,626.0,66.0,5.0,1.0,0.0,708.0,6.0,13.0,80.0,18.96,88.41,2278,0,9310_2
27098,5390,2007-12-14 04:15:00,2,2,131,2.0,2,0,1,0,0,0,1,9,6,1.86,0.0,13179.0,1,5,287,279.0,9619.0,1162.0,149.0,55.0,55.0,16.0,9922.0,19.0,11.0,172.0,35.89,96.94,2,6.0,4,True,36.106849315068494,43,41.0,1246.0,139.0,28.0,8.0,2.0,1217.0,4.0,2.0,128.0,31.94,102.38,116,111.0,3984.0,451.0,56.0,19.0,9.0,4030.0,8.0,3.0,172.0,36.88,98.85,207.0,207.0,7720.0,955.0,122.0,45.0,15.0,7757.0,15.0,7.0,172.0,38.6,99.52,783,0,5390_4
21045,52983,2007-12-07 07:30:00,4,9,261,2.0,1,0,1,0,0,0,1,7,16,0.0,0.0,9801.0,4,9,207,196.0,5606.0,526.0,118.0,30.0,30.0,10.0,7463.0,11.0,26.0,133.0,32.97,75.11,9,5.0,4,False,26.852054794520548,23,20.0,621.0,45.0,16.0,3.0,1.0,798.0,1.0,4.0,133.0,38.81,77.81,18,18.0,492.0,35.0,14.0,3.0,0.0,671.0,0.0,4.0,86.0,35.14,73.32,100.0,100.0,3234.0,298.0,69.0,16.0,6.0,4341.0,6.0,8.0,126.0,35.15,74.49,1048,0,52983_4
26552,42683,2008-04-11 10:00:00,7,7,639,2.0,2,0,1,0,1,0,1,3,6,0.0,0.0,8587.0,1,25,78,78.0,2725.0,343.0,7.0,14.0,14.0,8.0,3572.0,15.0,4.0,136.0,36.82,76.28,7,9.0,4,True,23.526027397260275,7,7.0,577.0,69.0,2.0,4.0,2.0,610.0,0.0,1.0,136.0,96.16,94.59,29,29.0,1202.0,152.0,3.0,6.0,4.0,1487.0,5.0,2.0,136.0,44.51,80.83,70.0,70.0,2549.0,323.0,7.0,13.0,7.0,3320.0,11.0,3.0,136.0,38.04,76.77,446,0,42683_4
9491,51439,2010-05-24 13:30:00,4,4,1985,2.0,1,0,1,0,0,0,1,0,16,0.0,0.0,9726.0,5,3,164,141.0,2968.0,240.0,58.0,10.0,10.0,2.0,3606.0,11.0,24.0,112.0,25.36,82.3,4,2.0,6,True,26.646575342465752,20,20.0,443.0,28.0,8.0,1.0,0.0,510.0,0.0,4.0,74.0,27.68,86.86,93,81.0,1597.0,116.0,27.0,6.0,0.0,1993.0,6.0,15.0,87.0,24.19,80.13,44.0,44.0,1298.0,99.0,29.0,7.0,1.0,1532.0,2.0,7.0,106.0,35.08,84.72,3828,0,51439_6
48038,49535,2012-02-21 03:20:00,8,0,209,2.0,2,1,1,0,0,0,1,1,15,0.0,0.0,10806.0,9,6,184,123.0,1327.0,95.0,39.0,4.0,4.0,0.0,1629.0,13.0,37.0,73.0,15.43,81.46,2,3.0,2,False,29.605479452054794,37,28.0,305.0,25.0,4.0,0.0,0.0,388.0,1.0,12.0,39.0,19.06,78.6,31,18.0,187.0,17.0,4.0,1.0,0.0,187.0,4.0,5.0,73.0,14.38,100.0,45.0,45.0,448.0,34.0,9.0,0.0,0.0,563.0,6.0,17.0,39.0,16.0,79.57,2278,0,49535_2
14867,253802,2011-01-18 12:30:00,6,3,174,2.0,2,0,1,0,0,0,1,7,16,0.0,0.0,8109.0,3,3,287,275.0,13437.0,1255.0,148.0,69.0,69.0,48.0,14350.0,16.0,43.0,183.0,57.91,93.63,3,5.0,4,False,22.216438356164385,30,28.0,1403.0,111.0,17.0,8.0,4.0,1633.0,2.0,5.0,160.0,61.0,85.91,20,18.0,993.0,92.0,11.0,6.0,3.0,1124.0,2.0,5.0,160.0,76.38,88.34,220.0,220.0,11316.0,1054.0,132.0,59.0,41.0,11953.0,16.0,34.0,183.0,60.83,94.67,1048,0,253802_4
36101,24609,2015-10-13 07:30:00,29,9,260,2.0,1,0,1,0,0,0,1,9,16,5.1,0.0,10842.0,6,9,105,99.0,2072.0,180.0,21.0,12.0,12.0,1.0,2880.0,6.0,12.0,113.0,23.81,71.94,9,19.0,1,False,29.704109589041096,9,9.0,282.0,26.0,4.0,3.0,0.0,347.0,1.0,1.0,70.0,35.25,81.26,11,11.0,301.0,25.0,3.0,3.0,0.0,389.0,0.0,2.0,70.0,33.44,77.37,31.0,31.0,669.0,61.0,6.0,3.0,0.0,825.0,2.0,3.0,80.0,23.89,81.09,185,0,24609_1
1121,56143,2022-12-04 06:00:00,25,25,2025,2.0,2,0,1,0,0,0,1,0,6,0.0,0.0,13039.0,4,6,246,233.0,7488.0,687.0,52.0,55.0,55.0,9.0,9073.0,12.0,31.0,134.0,37.06,82.53,25,0.0,6,True,35.723287671232875,22,21.0,751.0,66.0,8.0,9.0,0.0,901.0,1.0,1.0,85.0,37.55,83.35,120,110.0,3379.0,321.0,18.0,25.0,3.0,4043.0,4.0,15.0,106.0,35.56,83.57,47.0,47.0,1462.0,137.0,8.0,8.0,2.0,1864.0,4.0,8.0,134.0,37.48,78.43,17856,0,56143_6
20762,28081,2019-03-08 08:00:00,6,6,2575,2.0,2,0,1,0,0,0,1,9,16,0.0,0.0,13758.0,5,2,350,297.0,10773.0,826.0,229.0,73.0,73.0,10.0,12303.0,10.0,84.0,183.0,50.57,87.56,6,2.0,4,True,37.69315068493151,55,48.0,1660.0,112.0,33.0,11.0,2.0,2052.0,3.0,11.0,139.0,44.86,80.89,130,116.0,4525.0,367.0,123.0,25.0,8.0,4889.0,3.0,33.0,183.0,54.51,92.55,83.0,83.0,3169.0,236.0,62.0,18.0,4.0,3678.0,2.0,20.0,134.0,50.3,86.16,3828,0,28081_4
30300,957645,2019-09-17 13:45:00,11,11,2405,2.0,1,0,1,0,0,0,1,7,16,0.0,0.0,9099.0,5,28,43,43.0,1454.0,95.0,28.0,10.0,10.0,1.0,2054.0,2.0,3.0,123.0,36.35,70.78,11,8.0,1,True,24.92876712328767,7,7.0,180.0,12.0,2.0,0.0,0.0,306.0,1.0,0.0,45.0,25.71,58.82,12,12.0,475.0,32.0,7.0,3.0,0.0,689.0,0.0,0.0,97.0,39.58,68.94,8.0,8.0,256.0,12.0,5.0,2.0,0.0,421.0,0.0,1.0,77.0,36.57,60.8,541,0,957645_1
33044,530011,2016-08-21 09:00:00,2,8,1004,2.0,2,0,1,0,0,0,1,5,6,0.0,0.0,8271.0,7,8,59,56.0,2173.0,237.0,47.0,15.0,15.0,4.0,2141.0,2.0,5.0,152.0,42.6,101.49,8,10.0,1,False,22.660273972602734,8,8.0,250.0,20.0,3.0,1.0,0.0,325.0,0.0,1.0,70.0,35.71,76.92,8,8.0,250.0,20.0,3.0,1.0,0.0,325.0,0.0,1.0,70.0,35.71,76.92,2.0,2.0,41.0,4.0,0.0,0.0,0.0,65.0,0.0,0.0,31.0,20.5,63.07,392,0,530011_1
28571,234675,2012-02-19 03:20:00,6,2,209,2.0,2,0,1,0,0,0,1,0,6,0.0,0.0,8475.0,7,2,192,129.0,2683.0,195.0,52.0,13.0,13.0,0.0,3179.0,6.0,46.0,87.0,32.32,84.39,2,18.0,1,False,23.21917808219178,43,31.0,566.0,37.0,9.0,2.0,0.0,745.0,1.0,9.0,66.0,25.72,75.97,27,21.0,331.0,20.0,6.0,1.0,0.0,365.0,0.0,6.0,66.0,22.06,90.68,96.0,96.0,1936.0,149.0,33.0,8.0,0.0,2350.0,5.0,34.0,87.0,31.22,82.38,193,0,234675_1
