,Unnamed: 0,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,target_value,target_id,is_home,current_age
26890,14301,379143,2014-11-05 08:35:00,3,2,131,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,7993,2,2,46.0,1,False,21.898630136986306
26891,14302,379143,2021-11-02 10:00:00,3,0,1965,3.0,1,1,1,0,0,0,1,9,0,0.0,0.0,10547,1,25,16.0,1,False,28.895890410958906
26892,14303,379143,2021-07-01 18:00:00,3,4,1131,3.0,1,0,1,0,0,0,1,9,0,0.0,0.0,10423,1,4,60.0,1,False,28.556164383561644
26893,14304,379143,2020-02-21 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,9927,1,2,2.0,1,True,27.197260273972603
26894,14305,379143,2013-11-22 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,7645,2,7,26.0,1,True,20.945205479452056
26895,14306,379143,2022-10-02 13:30:00,3,6,2865,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,10881,2,6,69.0,1,False,29.81095890410959
26896,14307,379143,2022-07-27 17:30:00,3,1,176,3.0,2,0,1,0,0,0,1,9,0,0.0,0.0,10814,1,1,2.0,1,False,29.627397260273973
26897,14313,379145,2022-06-17 13:30:00,3,6,2401,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,11807,11,6,4.0,1,False,32.347945205479455
26898,14345,379145,2022-11-03 08:00:00,3,0,132,3.0,3,1,1,0,9,0,1,1,2,0.0,0.0,11946,11,7,1.0,1,False,32.728767123287675
26899,14352,379145,2020-02-26 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,10965,11,2,2.0,1,True,30.04109589041096
26900,14355,379145,2021-07-01 18:00:00,3,4,1131,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,11456,9,4,0.0,1,False,31.386301369863013
26901,14358,379145,2020-02-21 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,10960,11,2,2.0,1,True,30.02739726027397
26902,14364,379145,2022-06-14 13:30:00,3,6,1896,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,11804,11,6,0.0,1,False,32.33972602739726
26903,14367,379145,2019-02-06 16:00:00,3,3,902,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,10580,11,7,0.0,1,True,28.98630136986301
27324,15483,348144,2022-11-06 04:00:00,7,0,131,3.0,1,1,1,0,0,0,1,3,2,0.0,0.0,10249,2,25,25.0,1,False,28.07945205479452
27325,15484,348144,2021-10-29 14:00:00,7,0,2439,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,9876,2,40,51.0,1,False,27.057534246575344
27326,15485,348144,2022-10-02 14:30:00,7,7,545,3.0,3,0,1,0,0,0,1,3,2,0.0,0.0,10214,2,1,4.0,1,True,27.983561643835618
27327,15486,348144,2018-04-03 14:30:00,7,7,487,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,8571,2,4,51.0,1,True,23.48219178082192
27328,15487,348144,2021-11-22 08:00:00,7,25,2025,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,9900,2,25,19.0,1,False,27.12328767123288
27329,15488,348144,2021-04-14 12:30:00,7,3,902,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,9678,2,3,122.0,1,False,26.51506849315069
27330,15489,348144,2021-04-16 12:30:00,7,3,902,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,9680,2,3,24.0,1,False,26.52054794520548
27331,15490,348144,2021-04-10 12:30:00,7,3,508,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,9674,2,3,14.0,1,False,26.504109589041096
27332,15491,348144,2019-02-01 16:00:00,7,3,174,3.0,3,0,1,0,0,0,1,3,2,0.0,0.0,8875,2,3,38.0,1,False,24.315068493150687
27333,15492,348144,2020-01-25 09:00:00,7,7,545,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,9233,1,25,66.0,1,True,25.295890410958904
27334,15494,348144,2022-10-30 07:00:00,7,0,3404,3.0,2,1,1,0,0,0,1,3,2,0.0,0.0,10242,2,15,4.0,1,False,28.06027397260274
27335,15495,348144,2022-09-04 14:00:00,7,0,2439,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,10186,2,6,14.0,1,False,27.90684931506849
27336,15496,348144,2020-11-08 10:30:00,7,7,1001,3.0,2,0,1,0,0,0,1,3,2,0.0,0.0,9521,2,9,51.0,1,True,26.084931506849315
27337,15497,348144,2019-02-03 12:30:00,7,3,508,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,8877,1,3,90.0,1,False,24.32054794520548
27338,15498,348144,2017-10-26 16:00:00,7,0,1965,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,8412,3,8,1.0,1,False,23.046575342465754
27339,15499,348144,2017-04-02 16:30:00,7,4,208,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,8205,3,4,38.0,1,False,22.47945205479452
27340,15500,348144,2021-11-20 08:00:00,7,25,2025,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,9898,2,25,1.0,1,False,27.117808219178084
27341,15501,348144,2021-10-26 14:00:00,7,0,848,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,9873,2,5,9.0,1,False,27.04931506849315
27342,15502,348144,2021-04-23 09:00:00,7,9,260,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,9687,2,9,41.0,1,False,26.53972602739726
27343,15503,348144,2018-11-02 16:00:00,7,0,2439,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,8784,2,5,40.0,1,False,24.065753424657533
27344,15504,348144,2017-10-27 16:00:00,7,0,1965,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,8413,3,8,1.0,1,False,23.04931506849315
27345,15505,348144,2017-03-26 16:30:00,7,4,199,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,8198,3,4,29.0,1,False,22.46027397260274
27346,15506,348144,2022-10-14 02:00:00,7,5,93,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,10226,2,5,15.0,1,False,28.016438356164382
27347,15507,348144,2022-09-23 14:30:00,7,7,487,3.0,3,0,1,0,0,0,1,3,2,0.0,0.0,10205,2,1,8.0,1,True,27.95890410958904
27348,15508,348144,2022-09-07 14:00:00,7,0,848,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,10189,2,40,0.0,1,False,27.915068493150685
27349,15509,348144,2021-07-18 13:30:00,7,1,179,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,9773,2,1,22.0,1,False,26.775342465753425
27350,15510,348144,2021-02-14 13:00:00,7,7,545,3.0,3,0,1,0,0,0,1,3,2,0.0,0.0,9619,3,3,44.0,1,True,26.353424657534248
27351,15511,348144,2020-11-07 10:30:00,7,7,1001,3.0,2,0,1,0,0,0,1,3,2,0.0,0.0,9520,2,9,82.0,1,True,26.08219178082192
27352,15512,348144,2016-09-23 16:00:00,7,0,2439,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,8014,3,4,55.0,1,False,21.95616438356164
27353,15513,348144,2021-12-16 13:00:00,7,7,487,3.0,3,0,1,0,0,0,1,3,2,0.0,0.0,9924,2,4,79.0,1,True,27.18904109589041
27354,15514,348144,2021-11-19 08:00:00,7,25,2025,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,9897,2,25,7.0,1,False,27.115068493150684
27355,15515,348144,2019-10-09 13:30:00,7,7,545,3.0,3,0,1,0,0,0,1,3,2,0.0,0.0,9125,2,8,27.0,1,True,25.0
27356,15517,348144,2019-10-07 13:30:00,7,7,545,3.0,3,0,1,0,0,0,1,3,2,0.0,0.0,9123,1,8,3.0,1,True,24.994520547945207
27357,15518,348144,2022-11-09 08:00:00,7,0,132,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,10252,2,5,53.0,1,False,28.087671232876712
27358,15519,348144,2022-10-27 11:00:00,7,0,3404,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,10239,2,9,4.0,1,False,28.052054794520547
27359,15520,348144,2022-10-13 02:00:00,7,0,93,3.0,1,1,1,0,0,0,1,3,2,0.0,0.0,10225,2,25,55.0,1,False,28.013698630136982
27360,15521,348144,2022-09-11 14:00:00,7,0,2439,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,10193,2,8,5.0,1,False,27.926027397260277
27361,15522,348144,2016-09-27 16:00:00,7,0,1965,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,8018,3,4,27.0,1,False,21.96712328767123
27362,15523,480603,2022-11-06 04:00:00,7,0,131,3.0,1,1,1,0,0,0,1,5,2,0.0,0.0,11752,6,25,1.0,1,False,32.1972602739726
27363,15524,480603,2022-10-02 14:30:00,7,7,545,3.0,3,0,1,0,0,0,1,5,2,0.0,0.0,11717,4,1,19.0,1,True,32.1013698630137
27364,15528,480603,2021-11-22 08:00:00,7,25,2025,3.0,1,0,1,0,0,0,1,5,2,0.0,0.0,11403,5,25,6.0,1,False,31.24109589041096
27365,15529,480603,2020-12-22 06:00:00,7,5,453,3.0,3,0,1,0,0,0,1,5,2,0.0,0.0,11068,7,5,14.0,1,False,30.32328767123288
27366,15532,480603,2022-10-30 07:00:00,7,0,3404,3.0,2,1,1,0,0,0,1,5,2,0.0,0.0,11745,5,15,6.0,1,False,32.178082191780824
27367,15533,480603,2022-09-04 14:00:00,7,0,2439,3.0,3,1,1,0,0,0,1,5,2,0.0,0.0,11689,7,6,2.0,1,False,32.02465753424657
27368,15535,480603,2022-10-14 02:00:00,7,5,93,3.0,1,0,1,0,0,0,1,5,2,0.0,0.0,11729,7,5,25.0,1,False,32.134246575342466
27369,15536,480603,2022-09-23 14:30:00,7,7,487,3.0,3,0,1,0,0,0,1,5,2,0.0,0.0,11708,5,1,6.0,1,True,32.07671232876712
27370,15537,480603,2022-09-07 14:00:00,7,0,848,3.0,3,1,1,0,0,0,1,5,2,0.0,0.0,11692,4,40,30.0,1,False,32.032876712328765
27371,15539,480603,2021-12-16 13:00:00,7,7,487,3.0,3,0,1,0,0,0,1,5,2,0.0,0.0,11427,5,4,1.0,1,True,31.306849315068494
27372,15540,480603,2019-10-09 13:30:00,7,7,545,3.0,3,0,1,0,0,0,1,5,2,0.0,0.0,10628,7,8,17.0,1,True,29.117808219178084
27373,15542,480603,2022-11-09 08:00:00,7,0,132,3.0,3,1,1,0,0,0,1,5,2,0.0,0.0,11755,5,5,0.0,1,False,32.2054794520548
27374,15543,480603,2022-10-27 11:00:00,7,0,3404,3.0,3,1,1,0,0,0,1,5,2,0.0,0.0,11742,4,9,5.0,1,False,32.16986301369863
27375,15547,480603,2022-09-11 14:00:00,7,0,2439,3.0,3,1,1,0,0,0,1,5,2,0.0,0.0,11696,4,8,32.0,1,False,32.04383561643836
27387,15586,542023,2022-06-17 13:30:00,3,6,2401,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,9576,10,6,4.0,1,False,26.235616438356164
27388,15606,542023,2022-11-03 08:00:00,3,0,132,3.0,3,1,1,0,9,0,1,1,2,0.0,0.0,9715,10,7,4.0,1,False,26.616438356164384
27389,15611,542023,2020-02-26 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,8734,10,2,0.0,1,True,23.92876712328767
27390,15613,542023,2021-07-01 18:00:00,3,4,1131,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,9225,10,4,0.0,1,False,25.273972602739725
27391,15615,542023,2020-02-21 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,8729,10,2,1.0,1,True,23.915068493150685
27392,15620,542023,2022-07-27 17:30:00,3,1,176,3.0,2,0,1,0,0,0,1,1,2,0.0,0.0,9616,10,1,1.0,1,False,26.34520547945205
27882,16620,269280,2021-11-02 10:00:00,3,0,1965,3.0,1,1,1,0,0,0,1,6,2,0.0,0.0,11768,2,25,4.0,1,False,32.24109589041096
27883,16621,269280,2019-09-22 13:30:00,3,6,683,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,10996,1,6,28.0,1,False,30.126027397260277
27884,16622,269280,2021-07-01 18:00:00,3,4,1131,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,11644,2,4,2.0,1,False,31.9013698630137
27885,16623,269280,2021-09-12 13:30:00,3,8,1004,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,11717,2,8,18.0,1,False,32.1013698630137
27886,16625,269280,2018-02-24 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,10421,1,6,7.0,1,True,28.55068493150685
27887,16627,269280,2021-02-11 13:00:00,3,7,545,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,11504,2,7,54.0,1,False,31.51780821917808
27888,16628,269280,2022-06-12 13:30:00,3,6,442,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,11990,2,6,4.0,1,False,32.84931506849315
27889,16629,269280,2018-02-21 16:00:00,3,3,902,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,10418,1,6,26.0,1,True,28.542465753424658
27890,16630,269280,2017-06-25 13:30:00,3,1,644,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,10177,2,1,0.0,1,False,27.88219178082192
27891,16632,269280,2022-07-27 17:30:00,3,1,176,3.0,2,0,1,0,0,0,1,6,2,0.0,0.0,12035,2,1,57.0,1,False,32.97260273972603
27892,16633,269280,2022-06-14 13:30:00,3,6,1896,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,11992,2,6,23.0,1,False,32.85479452054795
27893,16634,269280,2019-02-06 16:00:00,3,3,902,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,10768,1,7,5.0,1,True,29.5013698630137
27894,16635,269280,2021-10-30 10:00:00,3,0,848,3.0,1,1,1,0,0,0,1,6,2,0.0,0.0,11765,2,8,11.0,1,False,32.23287671232877
27895,16636,269280,2019-03-19 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,10809,2,8,8.0,1,True,29.613698630136987
27896,16638,269280,2021-02-13 13:00:00,3,7,545,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,11506,2,7,42.0,1,False,31.523287671232875
27897,16639,269280,2014-11-05 08:35:00,3,2,131,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,9214,1,2,0.0,1,False,25.24383561643836
27898,16640,321777,2021-11-02 10:00:00,3,0,1965,3.0,1,1,1,0,0,0,1,5,0,0.0,0.0,11833,6,25,5.0,1,False,32.41917808219178
27899,16642,321777,2018-10-12 16:00:00,3,3,1367,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,10716,6,9,19.0,1,True,29.35890410958904
27900,16643,321777,2022-06-09 13:30:00,3,6,333,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,12052,5,6,64.0,1,False,33.01917808219178
27901,16644,321777,2021-07-01 18:00:00,3,4,1131,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,11709,6,4,12.0,1,False,32.07945205479452
27902,16645,321777,2020-02-21 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,11213,5,2,2.0,1,True,30.72054794520548
27903,16647,321777,2011-10-16 12:30:00,3,3,508,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,8163,6,2,10.0,1,True,22.36438356164384
27904,16648,321777,2018-02-24 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,10486,2,6,24.0,1,True,28.72876712328767
27905,16649,321777,2013-11-22 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,8931,6,7,22.0,1,True,24.46849315068493
27906,16650,321777,2010-10-26 16:00:00,3,0,1965,3.0,3,1,1,0,0,0,1,5,0,0.0,0.0,7808,6,7,13.0,1,False,21.39178082191781
27907,16652,321777,2022-11-06 00:00:00,3,0,131,3.0,1,1,1,0,0,0,1,5,0,0.0,0.0,12202,5,15,17.0,1,False,33.43013698630137
27908,16653,321777,2022-10-30 11:00:00,3,0,3404,3.0,3,1,1,0,0,0,1,5,0,0.0,0.0,12195,5,6,59.0,1,False,33.41095890410959
27909,16654,321777,2022-06-17 13:30:00,3,6,2401,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,12060,6,6,9.0,1,False,33.04109589041096
27910,16655,321777,2021-02-11 13:00:00,3,7,545,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,11569,4,7,6.0,1,False,31.695890410958903
27911,16657,321777,2022-06-12 13:30:00,3,6,442,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,12055,6,6,20.0,1,False,33.02739726027397
27912,16658,321777,2018-02-21 16:00:00,3,3,902,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,10483,5,6,5.0,1,True,28.72054794520548
27913,16659,321777,2017-06-25 13:30:00,3,1,644,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,10242,5,1,7.0,1,False,28.06027397260274
27914,16660,321777,2022-10-02 13:30:00,3,6,2865,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,12167,5,6,106.0,1,False,33.33424657534247
27915,16661,321777,2022-07-27 17:30:00,3,1,176,3.0,2,0,1,0,0,0,1,5,0,0.0,0.0,12100,5,1,8.0,1,False,33.15068493150685
27916,16662,321777,2022-06-14 13:30:00,3,6,1896,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,12057,6,6,3.0,1,False,33.032876712328765
27917,16663,321777,2019-02-06 16:00:00,3,3,902,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,10833,5,7,13.0,1,True,29.67945205479452
27918,16664,321777,2016-02-19 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,9750,6,1,13.0,1,True,26.71232876712329
27919,16665,321777,2021-10-30 10:00:00,3,0,848,3.0,1,1,1,0,0,0,1,5,0,0.0,0.0,11830,6,8,23.0,1,False,32.41095890410959
27920,16666,321777,2020-02-14 16:00:00,3,3,302,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,11206,3,1,21.0,1,True,30.7013698630137
27921,16667,321777,2019-03-19 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,10874,5,8,41.0,1,True,29.791780821917808
27922,16668,321777,2013-03-03 12:30:00,3,3,902,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,8667,7,7,9.0,1,True,23.745205479452054
27923,16669,321777,2010-10-27 16:00:00,3,0,1965,3.0,3,1,1,0,0,0,1,5,0,0.0,0.0,7809,6,7,6.0,1,False,21.39452054794521
27924,16671,321777,2021-02-13 13:00:00,3,7,545,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,11571,5,7,25.0,1,False,31.7013698630137
27925,16672,321777,2020-02-26 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,11218,5,2,15.0,1,True,30.734246575342464
27926,16673,321777,2014-11-05 08:35:00,3,2,131,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,9279,5,2,9.0,1,False,25.421917808219177
27927,16674,321777,2011-01-09 12:30:00,3,3,2539,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,7883,6,6,10.0,1,True,21.5972602739726
27928,16675,321777,2010-10-08 16:00:00,3,3,949,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,7790,5,9,36.0,1,True,21.34246575342466
27929,16676,321777,2015-08-16 12:00:00,3,3,902,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,9563,6,5,29.0,1,True,26.2
30130,21341,540316,2020-02-21 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,2,0,0.0,0.0,8755,7,2,0.0,1,True,23.98630136986301
30131,21345,540316,2021-02-11 13:00:00,3,7,545,3.0,3,0,1,0,0,0,1,2,0,0.0,0.0,9111,6,7,14.0,1,False,24.96164383561644
30132,21350,540316,2017-06-25 13:30:00,3,1,644,3.0,1,0,1,0,0,0,1,2,0,0.0,0.0,7784,8,1,27.0,1,False,21.326027397260276
30133,21351,540316,2022-07-27 17:30:00,3,1,176,3.0,2,0,1,0,0,0,1,2,0,0.0,0.0,9642,7,1,22.0,1,False,26.416438356164385
30134,21354,540316,2019-02-06 16:00:00,3,3,902,3.0,3,0,1,0,0,0,1,2,0,0.0,0.0,8375,6,7,10.0,1,True,22.945205479452056
30135,21356,540316,2020-02-14 16:00:00,3,3,302,3.0,3,0,1,0,0,0,1,2,0,0.0,0.0,8748,6,1,0.0,1,True,23.96712328767123
30136,21358,540316,2019-03-19 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,2,0,0.0,0.0,8416,7,8,4.0,1,True,23.057534246575344
30414,21911,436757,2018-10-12 16:00:00,3,3,1367,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,9936,5,9,22.0,1,True,27.221917808219175
30415,21914,436757,2018-02-24 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,9706,4,6,7.0,1,True,26.59178082191781
30416,21916,436757,2022-11-06 00:00:00,3,0,131,3.0,1,1,1,0,0,0,1,9,2,0.0,0.0,11422,6,15,21.0,1,False,31.293150684931508
30417,21917,436757,2022-06-17 13:30:00,3,6,2401,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,11280,5,6,8.0,1,False,30.90410958904109
30418,21918,436757,2021-02-11 13:00:00,3,7,545,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,10789,5,7,12.0,1,False,29.55890410958904
30419,21919,436757,2022-06-12 13:30:00,3,6,442,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,11275,5,6,81.0,1,False,30.89041095890411
30420,21920,436757,2018-02-21 16:00:00,3,3,902,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,9703,4,6,69.0,1,True,26.583561643835612
30421,21921,436757,2022-07-27 17:30:00,3,1,176,3.0,2,0,1,0,0,0,1,9,2,0.0,0.0,11320,4,1,20.0,1,False,31.013698630136982
30422,21922,436757,2022-06-14 13:30:00,3,6,1896,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,11277,5,6,29.0,1,False,30.895890410958906
30423,21923,436757,2019-02-06 16:00:00,3,3,902,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,10053,4,7,2.0,1,True,27.542465753424658
30424,21924,436757,2021-04-12 12:30:00,3,3,508,3.0,1,0,1,0,0,0,1,9,2,0.0,0.0,10849,4,7,36.0,1,True,29.72328767123288
30425,21926,436757,2022-11-03 08:00:00,3,0,132,3.0,3,1,1,0,9,0,1,9,2,0.0,0.0,11419,5,7,15.0,1,False,31.284931506849315
30426,21927,436757,2021-02-13 13:00:00,3,7,545,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,10791,6,7,17.0,1,False,29.56438356164384
30427,21928,436757,2020-02-26 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,10438,4,2,22.0,1,True,28.5972602739726
32762,26986,922941,2020-11-10 10:30:00,7,7,1001,3.0,2,0,1,0,0,0,1,7,2,0.0,0.0,7661,2,9,41.0,1,True,20.98904109589041
