,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,mt,inns,rn,fo,si,ft,ft,hn,bf,dk,times_not_out,hs,bta,btsr,country_id,target_value,target_id,is_home,current_age,opposition_mt,opposition_inns,opposition_rn,opposition_fo,opposition_si,opposition_ft,opposition_hn,opposition_bf,opposition_dk,opposition_times_not_out,opposition_hs,opposition_bta,opposition_btsr,host_mt,host_inns,host_rn,host_fo,host_si,host_ft,host_hn,host_bf,host_dk,host_times_not_out,host_hs,host_bta,host_btsr,batting_positionval1_mt,batting_positionval1_inns,batting_positionval1_rn,batting_positionval1_fo,batting_positionval1_si,batting_positionval1_ft,batting_positionval1_hn,batting_positionval1_bf,batting_positionval1_dk,batting_positionval1_times_not_out,batting_positionval1_hs,batting_positionval1_bta,batting_positionval1_btsr
2018,957645,2023-03-30 07:30:00,11,0,1696,2.0,1,1,1,0,0,0,1,7,16,0.0,0.0,10389.0,5,27,43,43.0,1454.0,95.0,28.0,10.0,10.0,1.0,2054.0,2.0,3.0,123.0,36.35,70.78,28,0.0,6,False,28.46301369863014,7,7.0,374.0,29.0,7.0,4.0,0.0,485.0,0.0,0.0,95.0,53.42,77.11,10,10.0,252.0,9.0,5.0,2.0,0.0,373.0,0.0,1.0,65.0,28.0,67.56,8.0,8.0,256.0,12.0,5.0,2.0,0.0,421.0,0.0,1.0,77.0,36.57,60.8
2019,957645,2023-03-29 07:30:00,11,0,1695,2.0,1,1,1,0,0,0,1,7,16,0.0,0.0,10388.0,4,17,43,43.0,1454.0,95.0,28.0,10.0,10.0,1.0,2054.0,2.0,3.0,123.0,36.35,70.78,28,0.0,6,False,28.46027397260274,1,1.0,16.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,16.0,16.0,59.25,10,10.0,252.0,9.0,5.0,2.0,0.0,373.0,0.0,1.0,65.0,28.0,67.56,33.0,33.0,1181.0,81.0,23.0,8.0,1.0,1595.0,2.0,2.0,123.0,38.09,74.04
2023,957645,2023-06-18 07:00:00,11,0,1904,2.0,1,1,1,0,0,0,1,7,16,0.0,0.0,10469.0,4,4,43,43.0,1454.0,95.0,28.0,10.0,10.0,1.0,2054.0,2.0,3.0,123.0,36.35,70.78,9,0.0,6,False,28.682191780821917,1,1.0,23.0,3.0,0.0,0.0,0.0,30.0,0.0,0.0,23.0,23.0,76.66,5,5.0,116.0,8.0,2.0,1.0,0.0,187.0,0.0,0.0,75.0,23.2,62.03,33.0,33.0,1181.0,81.0,23.0,8.0,1.0,1595.0,2.0,2.0,123.0,38.09,74.04
2031,957645,2023-07-06 07:00:00,11,0,1904,2.0,1,1,1,0,0,0,1,7,16,0.0,0.0,10487.0,4,27,43,43.0,1454.0,95.0,28.0,10.0,10.0,1.0,2054.0,2.0,3.0,123.0,36.35,70.78,9,2.0,6,False,28.731506849315068,7,7.0,374.0,29.0,7.0,4.0,0.0,485.0,0.0,0.0,95.0,53.42,77.11,5,5.0,116.0,8.0,2.0,1.0,0.0,187.0,0.0,0.0,75.0,23.2,62.03,33.0,33.0,1181.0,81.0,23.0,8.0,1.0,1595.0,2.0,2.0,123.0,38.09,74.04
2033,440522,2023-06-22 07:00:00,15,0,1904,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,11976.0,7,11,30,29.0,457.0,29.0,12.0,1.0,1.0,0.0,566.0,3.0,10.0,59.0,24.05,80.74,9,0.0,6,False,32.81095890410959,1,1.0,12.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,12.0,,48.0,8,7.0,75.0,5.0,2.0,0.0,0.0,76.0,1.0,5.0,28.0,37.5,98.68,6.0,6.0,69.0,2.0,2.0,0.0,0.0,87.0,1.0,3.0,30.0,23.0,79.31
2034,440522,2023-07-09 07:00:00,15,0,260,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,11993.0,8,8,30,29.0,457.0,29.0,12.0,1.0,1.0,0.0,566.0,3.0,10.0,59.0,24.05,80.74,9,0.0,6,False,32.85753424657534,3,3.0,79.0,2.0,1.0,1.0,0.0,103.0,1.0,1.0,59.0,39.5,76.69,8,7.0,75.0,5.0,2.0,0.0,0.0,76.0,1.0,5.0,28.0,37.5,98.68,21.0,21.0,350.0,23.0,9.0,1.0,0.0,430.0,2.0,6.0,59.0,23.33,81.39
2035,440522,2023-06-30 07:00:00,15,0,261,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,11984.0,8,8,30,29.0,457.0,29.0,12.0,1.0,1.0,0.0,566.0,3.0,10.0,59.0,24.05,80.74,9,0.0,6,False,32.83287671232877,3,3.0,79.0,2.0,1.0,1.0,0.0,103.0,1.0,1.0,59.0,39.5,76.69,8,7.0,75.0,5.0,2.0,0.0,0.0,76.0,1.0,5.0,28.0,37.5,98.68,21.0,21.0,350.0,23.0,9.0,1.0,0.0,430.0,2.0,6.0,59.0,23.33,81.39
2040,440522,2023-10-06 08:30:00,15,0,1981,2.0,2,1,1,0,0,0,1,1,16,0.0,0.0,12082.0,9,7,30,29.0,457.0,29.0,12.0,1.0,1.0,0.0,566.0,3.0,10.0,59.0,24.05,80.74,6,1.0,6,False,33.1013698630137,4,4.0,77.0,6.0,1.0,0.0,0.0,91.0,0.0,1.0,28.0,25.66,84.61,5,5.0,120.0,7.0,3.0,1.0,0.0,149.0,1.0,2.0,59.0,40.0,80.53,1.0,1.0,28.0,3.0,1.0,0.0,0.0,28.0,0.0,1.0,28.0,,100.0
2043,440522,2023-07-06 07:00:00,15,0,261,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,11990.0,8,30,30,29.0,457.0,29.0,12.0,1.0,1.0,0.0,566.0,3.0,10.0,59.0,24.05,80.74,9,0.0,6,False,32.84931506849315,3,3.0,35.0,3.0,1.0,0.0,0.0,43.0,0.0,1.0,24.0,17.5,81.39,8,7.0,75.0,5.0,2.0,0.0,0.0,76.0,1.0,5.0,28.0,37.5,98.68,21.0,21.0,350.0,23.0,9.0,1.0,0.0,430.0,2.0,6.0,59.0,23.33,81.39
2044,440522,2023-06-26 07:00:00,15,0,1904,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,11980.0,8,4,30,29.0,457.0,29.0,12.0,1.0,1.0,0.0,566.0,3.0,10.0,59.0,24.05,80.74,9,1.0,6,False,32.821917808219176,4,4.0,63.0,4.0,1.0,0.0,0.0,54.0,0.0,0.0,28.0,15.75,116.66,8,7.0,75.0,5.0,2.0,0.0,0.0,76.0,1.0,5.0,28.0,37.5,98.68,21.0,21.0,350.0,23.0,9.0,1.0,0.0,430.0,2.0,6.0,59.0,23.33,81.39
2048,1200616,2023-07-09 07:00:00,15,0,260,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,9832.0,11,8,9,4.0,13.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,9.0,4.33,76.47,9,0.0,6,False,26.936986301369863,1,1.0,9.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,9.0,128.57,7,2.0,9.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,9.0,9.0,112.5,1.0,1.0,9.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,9.0,128.57
2049,1200616,2023-06-26 07:00:00,15,0,1904,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,9819.0,10,4,9,4.0,13.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,9.0,4.33,76.47,9,0.0,6,False,26.9013698630137,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,7,2.0,9.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,9.0,9.0,112.5,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,2.0,33.33
2050,1195672,2023-06-30 07:00:00,15,0,261,2.0,1,1,1,0,0,0,1,1,16,1.85,0.0,7354.0,11,8,31,24.0,154.0,8.0,7.0,0.0,0.0,0.0,222.0,3.0,6.0,23.0,8.55,69.36,9,0.0,6,False,20.147945205479452,3,3.0,16.0,1.0,0.0,0.0,0.0,33.0,1.0,1.0,9.0,8.0,48.48,9,4.0,38.0,2.0,1.0,0.0,0.0,50.0,1.0,0.0,16.0,9.5,76.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,7.0,7.0,28.0
2053,1195672,2023-04-02 08:00:00,15,3,508,2.0,1,0,1,0,0,0,1,1,16,1.85,0.0,7265.0,8,3,31,24.0,154.0,8.0,7.0,0.0,0.0,0.0,222.0,3.0,6.0,23.0,8.55,69.36,3,0.0,6,False,19.904109589041095,3,3.0,39.0,1.0,4.0,0.0,0.0,31.0,0.0,2.0,23.0,39.0,125.8,2,2.0,16.0,1.0,1.0,0.0,0.0,22.0,0.0,1.0,12.0,16.0,72.72,3.0,3.0,17.0,1.0,1.0,0.0,0.0,33.0,0.0,1.0,12.0,8.5,51.51
2056,1195672,2023-10-06 08:30:00,15,0,1981,2.0,2,1,1,0,0,0,1,1,16,1.85,0.0,7452.0,10,7,31,24.0,154.0,8.0,7.0,0.0,0.0,0.0,222.0,3.0,6.0,23.0,8.55,69.36,6,0.0,6,False,20.416438356164385,4,4.0,13.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,6.0,4.33,72.22,6,6.0,54.0,1.0,5.0,0.0,0.0,51.0,0.0,2.0,23.0,13.5,105.88,11.0,11.0,66.0,3.0,5.0,0.0,0.0,74.0,2.0,3.0,23.0,8.25,89.18
2058,1195672,2023-10-09 08:30:00,15,0,1981,2.0,2,1,1,0,0,0,1,1,16,1.85,0.0,7455.0,10,5,31,24.0,154.0,8.0,7.0,0.0,0.0,0.0,222.0,3.0,6.0,23.0,8.55,69.36,6,1.0,6,False,20.424657534246574,3,3.0,28.0,2.0,1.0,0.0,0.0,59.0,0.0,0.0,11.0,9.33,47.45,6,6.0,54.0,1.0,5.0,0.0,0.0,51.0,0.0,2.0,23.0,13.5,105.88,11.0,11.0,66.0,3.0,5.0,0.0,0.0,74.0,2.0,3.0,23.0,8.25,89.18
2060,1195672,2023-07-09 07:00:00,15,0,260,2.0,1,1,1,0,0,0,1,1,16,1.85,0.0,7363.0,10,8,31,24.0,154.0,8.0,7.0,0.0,0.0,0.0,222.0,3.0,6.0,23.0,8.55,69.36,9,0.0,6,False,20.172602739726027,3,3.0,16.0,1.0,0.0,0.0,0.0,33.0,1.0,1.0,9.0,8.0,48.48,9,4.0,38.0,2.0,1.0,0.0,0.0,50.0,1.0,0.0,16.0,9.5,76.0,11.0,11.0,66.0,3.0,5.0,0.0,0.0,74.0,2.0,3.0,23.0,8.25,89.18
2061,1195672,2023-06-26 07:00:00,15,0,1904,2.0,1,1,1,0,0,0,1,1,16,1.85,0.0,7350.0,9,4,31,24.0,154.0,8.0,7.0,0.0,0.0,0.0,222.0,3.0,6.0,23.0,8.55,69.36,9,0.0,6,False,20.136986301369863,4,3.0,20.0,2.0,0.0,0.0,0.0,17.0,0.0,1.0,16.0,10.0,117.64,9,4.0,38.0,2.0,1.0,0.0,0.0,50.0,1.0,0.0,16.0,9.5,76.0,8.0,8.0,60.0,4.0,1.0,0.0,0.0,82.0,1.0,2.0,16.0,10.0,73.17
2063,594996,2023-06-30 07:00:00,15,0,261,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,9511.0,10,8,13,9.0,43.0,1.0,0.0,0.0,0.0,0.0,80.0,1.0,2.0,8.0,6.14,53.75,9,0.0,6,False,26.057534246575344,2,2.0,7.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,3.5,33.33,7,3.0,15.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,8.0,5.0,60.0,4.0,4.0,15.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,8.0,3.75,65.21
2065,594996,2023-10-09 08:30:00,15,0,1981,2.0,2,1,1,0,0,0,1,1,16,0.0,0.0,9612.0,9,5,13,9.0,43.0,1.0,0.0,0.0,0.0,0.0,80.0,1.0,2.0,8.0,6.14,53.75,6,0.0,6,False,26.334246575342465,1,1.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,8.0,53.33,1,1.0,8.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,8.0,53.33,4.0,4.0,20.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,8.0,6.66,41.66
2066,594996,2023-07-09 07:00:00,15,0,260,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,9520.0,9,8,13,9.0,43.0,1.0,0.0,0.0,0.0,0.0,80.0,1.0,2.0,8.0,6.14,53.75,9,0.0,6,False,26.08219178082192,2,2.0,7.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,3.5,33.33,7,3.0,15.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,8.0,5.0,60.0,4.0,4.0,20.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,8.0,6.66,41.66
2067,594996,2023-03-23 07:30:00,15,9,260,2.0,1,0,1,0,0,0,1,1,16,0.0,0.0,9412.0,10,9,13,9.0,43.0,1.0,0.0,0.0,0.0,0.0,80.0,1.0,2.0,8.0,6.14,53.75,9,0.0,6,False,25.786301369863015,1,1.0,8.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,8.0,200.0,7,3.0,15.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,8.0,5.0,60.0,4.0,4.0,15.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,8.0,3.75,65.21
2069,927119,2023-03-29 07:30:00,11,0,1695,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,11794.0,11,17,15,8.0,20.0,1.0,0.0,0.0,0.0,0.0,31.0,1.0,2.0,6.0,3.33,64.51,28,0.0,6,False,32.31232876712329,1,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,,50.0,6,4.0,11.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,4.0,5.5,61.11,6.0,6.0,17.0,1.0,0.0,0.0,0.0,27.0,1.0,2.0,6.0,4.25,62.96
2070,927119,2023-07-06 07:00:00,11,0,1904,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,11893.0,10,27,15,8.0,20.0,1.0,0.0,0.0,0.0,0.0,31.0,1.0,2.0,6.0,3.33,64.51,9,0.0,6,False,32.583561643835615,4,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,50.0,3,2.0,8.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,4.0,88.88,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,100.0
2071,41984,2023-06-21 07:00:00,37,0,459,2.0,1,1,1,0,0,0,1,0,16,0.0,0.0,14900.0,6,27,34,30.0,705.0,53.0,8.0,5.0,5.0,0.0,1104.0,2.0,12.0,69.0,39.16,63.85,9,0.0,6,False,40.821917808219176,4,4.0,83.0,8.0,0.0,1.0,0.0,128.0,0.0,4.0,50.0,,64.84,7,7.0,177.0,18.0,1.0,1.0,0.0,241.0,1.0,3.0,50.0,44.25,73.44,4.0,4.0,136.0,9.0,1.0,2.0,0.0,170.0,0.0,3.0,53.0,136.0,80.0
2072,41984,2023-04-21 03:15:00,37,32,1939,2.0,1,0,1,0,0,0,1,0,16,0.0,0.0,14839.0,5,32,34,30.0,705.0,53.0,8.0,5.0,5.0,0.0,1104.0,2.0,12.0,69.0,39.16,63.85,32,1.0,6,False,40.654794520547945,6,5.0,177.0,14.0,4.0,2.0,0.0,266.0,0.0,2.0,69.0,59.0,66.54,6,5.0,215.0,16.0,4.0,3.0,0.0,318.0,0.0,4.0,69.0,215.0,67.61,19.0,19.0,496.0,36.0,5.0,3.0,0.0,841.0,2.0,5.0,69.0,35.42,58.97
2073,41984,2023-06-29 07:00:00,37,9,261,2.0,1,0,1,0,0,0,1,0,16,0.0,0.0,14908.0,8,9,34,30.0,705.0,53.0,8.0,5.0,5.0,0.0,1104.0,2.0,12.0,69.0,39.16,63.85,9,1.0,6,False,40.843835616438355,1,1.0,30.0,4.0,1.0,0.0,0.0,18.0,0.0,1.0,30.0,,166.66,7,7.0,177.0,18.0,1.0,1.0,0.0,241.0,1.0,3.0,50.0,44.25,73.44,3.0,3.0,36.0,4.0,1.0,0.0,0.0,27.0,0.0,3.0,30.0,,133.33
2076,41984,2023-06-25 07:00:00,37,0,459,2.0,1,1,1,0,0,0,1,0,16,0.0,0.0,14904.0,5,30,34,30.0,705.0,53.0,8.0,5.0,5.0,0.0,1104.0,2.0,12.0,69.0,39.16,63.85,9,0.0,6,False,40.83287671232877,4,2.0,68.0,4.0,1.0,1.0,0.0,82.0,0.0,1.0,53.0,68.0,82.92,7,7.0,177.0,18.0,1.0,1.0,0.0,241.0,1.0,3.0,50.0,44.25,73.44,19.0,19.0,496.0,36.0,5.0,3.0,0.0,841.0,2.0,5.0,69.0,35.42,58.97
2078,41984,2023-07-03 07:00:00,37,0,260,2.0,1,1,1,0,9,0,1,0,16,0.0,0.0,14912.0,5,15,34,30.0,705.0,53.0,8.0,5.0,5.0,0.0,1104.0,2.0,12.0,69.0,39.16,63.85,9,0.0,6,False,40.85479452054795,1,1.0,16.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,16.0,16.0,57.14,7,7.0,177.0,18.0,1.0,1.0,0.0,241.0,1.0,3.0,50.0,44.25,73.44,19.0,19.0,496.0,36.0,5.0,3.0,0.0,841.0,2.0,5.0,69.0,35.42,58.97
2079,41984,2023-06-19 07:00:00,37,0,459,2.0,1,1,1,0,0,0,1,0,16,0.0,0.0,14898.0,5,29,34,30.0,705.0,53.0,8.0,5.0,5.0,0.0,1104.0,2.0,12.0,69.0,39.16,63.85,9,0.0,6,False,40.81643835616438,1,1.0,46.0,4.0,0.0,0.0,0.0,53.0,0.0,1.0,46.0,,86.79,7,7.0,177.0,18.0,1.0,1.0,0.0,241.0,1.0,3.0,50.0,44.25,73.44,19.0,19.0,496.0,36.0,5.0,3.0,0.0,841.0,2.0,5.0,69.0,35.42,58.97
2081,41984,2023-04-29 03:15:00,37,0,3433,2.0,1,1,1,0,9,0,1,0,16,0.0,0.0,14847.0,5,27,34,30.0,705.0,53.0,8.0,5.0,5.0,0.0,1104.0,2.0,12.0,69.0,39.16,63.85,32,0.0,6,False,40.676712328767124,4,4.0,83.0,8.0,0.0,1.0,0.0,128.0,0.0,4.0,50.0,,64.84,6,5.0,215.0,16.0,4.0,3.0,0.0,318.0,0.0,4.0,69.0,215.0,67.61,19.0,19.0,496.0,36.0,5.0,3.0,0.0,841.0,2.0,5.0,69.0,35.42,58.97
2088,1136106,2023-06-25 07:00:00,37,0,459,2.0,1,1,1,0,0,0,1,2,16,0.0,0.0,12285.0,10,30,9,3.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,2.0,2.0,28.57,9,0.0,6,False,33.657534246575345,1,1.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,,33.33,5,3.0,4.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,2.0,2.0,28.57,2.0,2.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,4.0,36.36
2089,937953,2023-04-21 03:15:00,37,32,1939,2.0,1,0,1,0,0,0,1,1,6,0.0,0.0,12794.0,10,32,45,19.0,30.0,1.0,1.0,0.0,0.0,0.0,69.0,5.0,11.0,9.0,3.75,43.47,32,0.0,6,False,35.05205479452055,7,4.0,18.0,1.0,1.0,0.0,0.0,19.0,1.0,2.0,9.0,9.0,94.73,6,2.0,9.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,8.0,,128.57,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,,25.0
2092,937953,2023-06-25 07:00:00,37,0,459,2.0,1,1,1,0,0,0,1,1,6,0.0,0.0,12859.0,11,30,45,19.0,30.0,1.0,1.0,0.0,0.0,0.0,69.0,5.0,11.0,9.0,3.75,43.47,9,0.0,6,False,35.23013698630137,6,4.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,3.0,,42.85,7,3.0,3.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,3.0,3.0,23.07,18.0,18.0,29.0,1.0,1.0,0.0,0.0,65.0,5.0,10.0,9.0,3.62,44.61
2102,384525,2023-03-06 06:00:00,27,27,2439,2.0,1,0,1,0,0,0,1,1,16,0.0,0.0,12338.0,10,32,59,38.0,149.0,11.0,4.0,0.0,0.0,0.0,258.0,9.0,16.0,23.0,6.77,57.75,27,0.0,6,True,33.8027397260274,11,8.0,24.0,3.0,0.0,0.0,0.0,40.0,5.0,1.0,9.0,3.42,60.0,31,21.0,101.0,9.0,3.0,0.0,0.0,166.0,4.0,9.0,23.0,8.41,60.84,17.0,17.0,91.0,5.0,2.0,0.0,0.0,150.0,5.0,4.0,23.0,7.0,60.66
2104,384525,2023-03-12 03:15:00,27,32,1939,2.0,1,0,1,0,0,0,1,1,16,0.0,0.0,12344.0,11,32,59,38.0,149.0,11.0,4.0,0.0,0.0,0.0,258.0,9.0,16.0,23.0,6.77,57.75,32,0.0,6,False,33.81917808219178,11,8.0,24.0,3.0,0.0,0.0,0.0,40.0,5.0,1.0,9.0,3.42,60.0,9,6.0,2.0,0.0,0.0,0.0,0.0,21.0,4.0,1.0,2.0,0.4,9.52,18.0,18.0,47.0,6.0,1.0,0.0,0.0,84.0,3.0,12.0,16.0,7.83,55.95
2105,384525,2023-06-19 07:00:00,27,0,261,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,12443.0,10,8,59,38.0,149.0,11.0,4.0,0.0,0.0,0.0,258.0,9.0,16.0,23.0,6.77,57.75,9,0.0,6,False,34.09041095890411,1,1.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,6.0,,54.54,7,7.0,31.0,2.0,0.0,0.0,0.0,48.0,1.0,4.0,9.0,10.33,64.58,17.0,17.0,91.0,5.0,2.0,0.0,0.0,150.0,5.0,4.0,23.0,7.0,60.66
2107,384525,2023-02-28 06:00:00,27,27,2439,2.0,1,0,1,0,0,0,1,1,16,0.0,0.0,12332.0,10,20,59,38.0,149.0,11.0,4.0,0.0,0.0,0.0,258.0,9.0,16.0,23.0,6.77,57.75,27,0.0,6,True,33.78630136986301,9,5.0,36.0,3.0,1.0,0.0,0.0,65.0,0.0,2.0,23.0,12.0,55.38,31,21.0,101.0,9.0,3.0,0.0,0.0,166.0,4.0,9.0,23.0,8.41,60.84,17.0,17.0,91.0,5.0,2.0,0.0,0.0,150.0,5.0,4.0,23.0,7.0,60.66
2108,384525,2023-02-23 06:00:00,27,27,2439,2.0,1,0,1,0,0,0,1,1,16,0.0,0.0,12327.0,11,28,59,38.0,149.0,11.0,4.0,0.0,0.0,0.0,258.0,9.0,16.0,23.0,6.77,57.75,27,0.0,6,True,33.772602739726025,5,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,,0.0,31,21.0,101.0,9.0,3.0,0.0,0.0,166.0,4.0,9.0,23.0,8.41,60.84,18.0,18.0,47.0,6.0,1.0,0.0,0.0,84.0,3.0,12.0,16.0,7.83,55.95
2109,384525,2023-06-23 07:00:00,27,0,459,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,12447.0,11,30,59,38.0,149.0,11.0,4.0,0.0,0.0,0.0,258.0,9.0,16.0,23.0,6.77,57.75,9,0.0,6,False,34.1013698630137,8,5.0,8.0,0.0,1.0,0.0,0.0,13.0,1.0,3.0,6.0,4.0,61.53,7,7.0,31.0,2.0,0.0,0.0,0.0,48.0,1.0,4.0,9.0,10.33,64.58,18.0,18.0,47.0,6.0,1.0,0.0,0.0,84.0,3.0,12.0,16.0,7.83,55.95
2111,384525,2023-03-10 03:15:00,27,0,1939,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,12342.0,10,20,59,38.0,149.0,11.0,4.0,0.0,0.0,0.0,258.0,9.0,16.0,23.0,6.77,57.75,32,0.0,6,False,33.81369863013698,9,5.0,36.0,3.0,1.0,0.0,0.0,65.0,0.0,2.0,23.0,12.0,55.38,9,6.0,2.0,0.0,0.0,0.0,0.0,21.0,4.0,1.0,2.0,0.4,9.52,17.0,17.0,91.0,5.0,2.0,0.0,0.0,150.0,5.0,4.0,23.0,7.0,60.66
2116,671805,2023-06-21 07:00:00,30,0,261,2.0,1,1,1,0,0,0,1,6,6,0.0,0.0,11077.0,4,29,53,52.0,1593.0,161.0,41.0,11.0,11.0,1.0,1945.0,3.0,9.0,103.0,37.04,81.9,9,0.0,6,False,30.34794520547945,4,4.0,46.0,6.0,0.0,0.0,0.0,93.0,1.0,0.0,30.0,11.5,49.46,10,10.0,197.0,21.0,1.0,0.0,0.0,305.0,0.0,2.0,32.0,24.62,64.59,7.0,7.0,120.0,10.0,0.0,0.0,0.0,213.0,1.0,0.0,34.0,17.14,56.33
2126,671805,2023-07-01 07:00:00,30,0,260,2.0,1,1,1,0,0,0,1,6,6,0.0,0.0,11087.0,4,4,53,52.0,1593.0,161.0,41.0,11.0,11.0,1.0,1945.0,3.0,9.0,103.0,37.04,81.9,9,0.0,6,False,30.375342465753423,2,2.0,50.0,6.0,0.0,0.0,0.0,85.0,0.0,1.0,32.0,50.0,58.82,10,10.0,197.0,21.0,1.0,0.0,0.0,305.0,0.0,2.0,32.0,24.62,64.59,7.0,7.0,120.0,10.0,0.0,0.0,0.0,213.0,1.0,0.0,34.0,17.14,56.33
2140,1072488,2023-06-20 07:00:00,32,0,1904,2.0,1,1,1,0,0,0,1,4,16,0.0,0.0,7596.0,4,11,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,9,0.0,6,False,20.81095890410959,5,5.0,158.0,8.0,5.0,2.0,0.0,218.0,0.0,1.0,62.0,39.5,72.47,6,6.0,143.0,16.0,2.0,0.0,0.0,206.0,0.0,0.0,33.0,23.83,69.41,35.0,35.0,880.0,69.0,19.0,6.0,0.0,1208.0,2.0,4.0,95.0,28.38,72.84
2142,1072488,2023-02-21 03:15:00,32,32,1939,2.0,1,0,1,0,0,0,1,4,16,0.0,0.0,7477.0,4,30,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,32,4.0,6,True,20.484931506849314,6,6.0,209.0,18.0,6.0,1.0,0.0,258.0,0.0,2.0,95.0,52.25,81.0,16,15.0,539.0,48.0,12.0,3.0,1.0,637.0,1.0,1.0,126.0,38.5,84.61,35.0,35.0,880.0,69.0,19.0,6.0,0.0,1208.0,2.0,4.0,95.0,28.38,72.84
2143,1072488,2023-02-14 03:15:00,32,32,1939,2.0,1,0,1,0,0,0,1,4,16,0.0,0.0,7470.0,4,28,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,32,3.0,6,True,20.465753424657535,6,6.0,182.0,15.0,3.0,1.0,0.0,252.0,1.0,0.0,72.0,30.33,72.22,16,15.0,539.0,48.0,12.0,3.0,1.0,637.0,1.0,1.0,126.0,38.5,84.61,35.0,35.0,880.0,69.0,19.0,6.0,0.0,1208.0,2.0,4.0,95.0,28.38,72.84
