,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,mt,inns,rn,fo,si,ft,ft,hn,bf,dk,times_not_out,hs,bta,btsr,country_id,target_value,target_id,is_home,current_age,opposition_mt,opposition_inns,opposition_rn,opposition_fo,opposition_si,opposition_ft,opposition_hn,opposition_bf,opposition_dk,opposition_times_not_out,opposition_hs,opposition_bta,opposition_btsr,host_mt,host_inns,host_rn,host_fo,host_si,host_ft,host_hn,host_bf,host_dk,host_times_not_out,host_hs,host_bta,host_btsr,batting_positionval1_mt,batting_positionval1_inns,batting_positionval1_rn,batting_positionval1_fo,batting_positionval1_si,batting_positionval1_ft,batting_positionval1_hn,batting_positionval1_bf,batting_positionval1_dk,batting_positionval1_times_not_out,batting_positionval1_hs,batting_positionval1_bta,batting_positionval1_btsr
32197,55870,2023-07-04 07:00:00,9,9,261,2.0,1,0,1,0,0,0,1,5,6,0.0,0.0,13430.0,4,30,156,151.0,4986.0,447.0,57.0,35.0,35.0,8.0,5751.0,8.0,20.0,174.0,38.06,86.69,9,12.0,1,True,36.794520547945204,4,4.0,95.0,12.0,1.0,1.0,0.0,99.0,0.0,0.0,70.0,23.75,95.95,85,82.0,2596.0,230.0,35.0,16.0,5.0,2807.0,5.0,12.0,174.0,37.08,92.48,48.0,48.0,1622.0,150.0,17.0,7.0,5.0,1901.0,1.0,6.0,129.0,38.61,85.32
32204,55870,2023-06-20 07:00:00,9,9,260,2.0,1,0,1,0,0,0,1,5,6,0.0,0.0,13416.0,3,15,156,151.0,4986.0,447.0,57.0,35.0,35.0,8.0,5751.0,8.0,20.0,174.0,38.06,86.69,9,91.0,1,True,36.75616438356165,5,5.0,229.0,24.0,3.0,2.0,0.0,211.0,0.0,0.0,91.0,45.8,108.53,85,82.0,2596.0,230.0,35.0,16.0,5.0,2807.0,5.0,12.0,174.0,37.08,92.48,13.0,13.0,703.0,74.0,11.0,3.0,2.0,673.0,1.0,0.0,174.0,54.07,104.45
32224,55870,2023-03-25 07:30:00,9,9,260,2.0,1,0,1,0,0,0,1,5,6,0.0,0.0,13329.0,4,15,156,151.0,4986.0,447.0,57.0,35.0,35.0,8.0,5751.0,8.0,20.0,174.0,38.06,86.69,9,43.0,1,True,36.51780821917808,5,5.0,229.0,24.0,3.0,2.0,0.0,211.0,0.0,0.0,91.0,45.8,108.53,85,82.0,2596.0,230.0,35.0,16.0,5.0,2807.0,5.0,12.0,174.0,37.08,92.48,48.0,48.0,1622.0,150.0,17.0,7.0,5.0,1901.0,1.0,6.0,129.0,38.61,85.32
32247,299572,2023-07-04 07:00:00,9,9,261,2.0,1,0,1,0,0,0,1,4,16,0.0,0.0,13585.0,5,30,136,129.0,4089.0,338.0,102.0,21.0,21.0,7.0,4727.0,3.0,20.0,141.0,37.51,86.5,9,34.0,1,True,37.21917808219178,4,4.0,97.0,9.0,1.0,1.0,0.0,139.0,0.0,1.0,58.0,32.33,69.78,77,72.0,2535.0,207.0,58.0,11.0,6.0,2962.0,3.0,12.0,141.0,42.25,85.58,46.0,46.0,1789.0,137.0,50.0,8.0,5.0,2078.0,2.0,10.0,135.0,49.69,86.09
32257,299572,2023-06-20 07:00:00,9,9,260,2.0,1,0,1,0,0,0,1,4,16,0.0,0.0,13571.0,5,15,136,129.0,4089.0,338.0,102.0,21.0,21.0,7.0,4727.0,3.0,20.0,141.0,37.51,86.5,9,102.0,1,True,37.18082191780822,6,6.0,238.0,14.0,15.0,1.0,1.0,187.0,1.0,3.0,102.0,79.33,127.27,77,72.0,2535.0,207.0,58.0,11.0,6.0,2962.0,3.0,12.0,141.0,42.25,85.58,46.0,46.0,1789.0,137.0,50.0,8.0,5.0,2078.0,2.0,10.0,135.0,49.69,86.09
32258,299572,2023-01-21 07:15:00,9,9,260,2.0,1,0,1,0,0,0,1,4,16,0.0,0.0,13421.0,5,29,136,129.0,4089.0,338.0,102.0,21.0,21.0,7.0,4727.0,3.0,20.0,141.0,37.51,86.5,9,25.0,1,True,36.76986301369863,14,12.0,405.0,30.0,9.0,4.0,0.0,438.0,0.0,3.0,69.0,45.0,92.46,77,72.0,2535.0,207.0,58.0,11.0,6.0,2962.0,3.0,12.0,141.0,42.25,85.58,46.0,46.0,1789.0,137.0,50.0,8.0,5.0,2078.0,2.0,10.0,135.0,49.69,86.09
32264,299572,2023-01-18 07:15:00,9,9,260,2.0,1,0,1,0,9,0,1,4,16,0.0,0.0,13418.0,5,29,136,129.0,4089.0,338.0,102.0,21.0,21.0,7.0,4727.0,3.0,20.0,141.0,37.51,86.5,9,43.0,1,True,36.76164383561644,14,12.0,405.0,30.0,9.0,4.0,0.0,438.0,0.0,3.0,69.0,45.0,92.46,77,72.0,2535.0,207.0,58.0,11.0,6.0,2962.0,3.0,12.0,141.0,42.25,85.58,46.0,46.0,1789.0,137.0,50.0,8.0,5.0,2078.0,2.0,10.0,135.0,49.69,86.09
32276,299572,2023-03-25 07:30:00,9,9,260,2.0,1,0,1,0,0,0,1,4,16,0.0,0.0,13484.0,5,15,136,129.0,4089.0,338.0,102.0,21.0,21.0,7.0,4727.0,3.0,20.0,141.0,37.51,86.5,9,18.0,1,True,36.942465753424656,6,6.0,238.0,14.0,15.0,1.0,1.0,187.0,1.0,3.0,102.0,79.33,127.27,77,72.0,2535.0,207.0,58.0,11.0,6.0,2962.0,3.0,12.0,141.0,42.25,85.58,46.0,46.0,1789.0,137.0,50.0,8.0,5.0,2078.0,2.0,10.0,135.0,49.69,86.09
32286,230555,2023-06-09 12:30:00,4,27,848,2.0,2,0,1,0,0,0,1,7,16,0.0,0.0,12669.0,3,27,29,29.0,842.0,69.0,16.0,4.0,4.0,1.0,1114.0,5.0,1.0,101.0,30.07,75.58,27,39.0,1,False,34.70958904109589,3,3.0,103.0,8.0,1.0,0.0,0.0,138.0,0.0,0.0,44.0,34.33,74.63,3,3.0,103.0,8.0,1.0,0.0,0.0,138.0,0.0,0.0,44.0,34.33,74.63,20.0,20.0,581.0,50.0,9.0,2.0,1.0,770.0,4.0,1.0,101.0,30.57,75.45
32287,230555,2023-06-04 12:30:00,4,27,848,2.0,2,0,1,0,0,0,1,7,16,0.0,0.0,12664.0,3,27,29,29.0,842.0,69.0,16.0,4.0,4.0,1.0,1114.0,5.0,1.0,101.0,30.07,75.58,27,44.0,1,False,34.6958904109589,3,3.0,103.0,8.0,1.0,0.0,0.0,138.0,0.0,0.0,44.0,34.33,74.63,3,3.0,103.0,8.0,1.0,0.0,0.0,138.0,0.0,0.0,44.0,34.33,74.63,20.0,20.0,581.0,50.0,9.0,2.0,1.0,770.0,4.0,1.0,101.0,30.57,75.45
32298,379140,2023-01-24 08:00:00,5,6,1055,2.0,2,0,1,0,0,0,1,9,6,0.0,0.0,11523.0,2,6,28,27.0,1151.0,136.0,16.0,3.0,3.0,5.0,1286.0,2.0,3.0,152.0,47.95,89.5,6,138.0,1,False,31.56986301369863,7,6.0,217.0,24.0,8.0,0.0,1.0,234.0,1.0,1.0,138.0,43.4,92.73,9,9.0,432.0,51.0,12.0,0.0,2.0,396.0,1.0,1.0,152.0,54.0,109.09,13.0,13.0,463.0,54.0,11.0,1.0,2.0,533.0,1.0,1.0,138.0,38.58,86.86
32303,379140,2023-10-13 08:30:00,5,0,291,2.0,2,1,1,0,0,0,1,9,6,0.0,0.0,11785.0,1,25,28,27.0,1151.0,136.0,16.0,3.0,3.0,5.0,1286.0,2.0,3.0,152.0,47.95,89.5,6,45.0,1,False,32.28767123287671,4,4.0,270.0,29.0,0.0,1.0,1.0,314.0,0.0,0.0,126.0,67.5,85.98,9,9.0,432.0,51.0,12.0,0.0,2.0,396.0,1.0,1.0,152.0,54.0,109.09,8.0,8.0,397.0,50.0,5.0,0.0,2.0,403.0,1.0,2.0,152.0,66.16,98.51
32305,379140,2023-09-15 11:30:00,5,1,10,2.0,2,0,1,0,0,0,1,9,6,0.0,0.0,11757.0,2,1,28,27.0,1151.0,136.0,16.0,3.0,3.0,5.0,1286.0,2.0,3.0,152.0,47.95,89.5,1,7.0,1,False,32.21095890410959,5,5.0,293.0,36.0,4.0,0.0,2.0,296.0,0.0,2.0,152.0,97.66,98.98,4,4.0,141.0,17.0,1.0,0.0,1.0,175.0,0.0,1.0,111.0,47.0,80.57,13.0,13.0,463.0,54.0,11.0,1.0,2.0,533.0,1.0,1.0,138.0,38.58,86.86
32306,379140,2023-01-13 09:30:00,5,7,487,2.0,2,0,1,0,0,0,1,9,6,0.0,0.0,11512.0,2,7,28,27.0,1151.0,136.0,16.0,3.0,3.0,5.0,1286.0,2.0,3.0,152.0,47.95,89.5,7,52.0,1,False,31.53972602739726,3,3.0,153.0,18.0,2.0,1.0,1.0,158.0,1.0,0.0,101.0,51.0,96.83,3,3.0,153.0,18.0,2.0,1.0,1.0,158.0,1.0,0.0,101.0,51.0,96.83,13.0,13.0,463.0,54.0,11.0,1.0,2.0,533.0,1.0,1.0,138.0,38.58,86.86
32307,379140,2023-09-10 10:00:00,5,1,1184,2.0,1,0,1,0,0,0,1,9,6,0.0,0.0,11752.0,2,1,28,27.0,1151.0,136.0,16.0,3.0,3.0,5.0,1286.0,2.0,3.0,152.0,47.95,89.5,1,14.0,1,False,32.1972602739726,5,5.0,293.0,36.0,4.0,0.0,2.0,296.0,0.0,2.0,152.0,97.66,98.98,4,4.0,141.0,17.0,1.0,0.0,1.0,175.0,0.0,1.0,111.0,47.0,80.57,13.0,13.0,463.0,54.0,11.0,1.0,2.0,533.0,1.0,1.0,138.0,38.58,86.86
32308,379140,2023-09-13 11:30:00,5,1,45,2.0,2,0,1,0,0,0,1,9,6,0.0,0.0,11755.0,1,1,28,27.0,1151.0,136.0,16.0,3.0,3.0,5.0,1286.0,2.0,3.0,152.0,47.95,89.5,1,9.0,1,False,32.205479452054796,5,5.0,293.0,36.0,4.0,0.0,2.0,296.0,0.0,2.0,152.0,97.66,98.98,4,4.0,141.0,17.0,1.0,0.0,1.0,175.0,0.0,1.0,111.0,47.0,80.57,8.0,8.0,397.0,50.0,5.0,0.0,2.0,403.0,1.0,2.0,152.0,66.16,98.51
32309,379140,2023-01-18 08:00:00,5,6,1981,2.0,2,0,1,0,0,0,1,9,6,0.0,0.0,11517.0,2,6,28,27.0,1151.0,136.0,16.0,3.0,3.0,5.0,1286.0,2.0,3.0,152.0,47.95,89.5,6,10.0,1,False,31.553424657534247,7,6.0,217.0,24.0,8.0,0.0,1.0,234.0,1.0,1.0,138.0,43.4,92.73,9,9.0,432.0,51.0,12.0,0.0,2.0,396.0,1.0,1.0,152.0,54.0,109.09,13.0,13.0,463.0,54.0,11.0,1.0,2.0,533.0,1.0,1.0,138.0,38.58,86.86
32310,547766,2023-01-24 08:00:00,5,6,1055,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,10402.0,10,6,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6,0.0,1,False,28.4986301369863,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
32312,940973,2023-09-02 09:30:00,6,0,2503,2.0,2,1,1,0,0,0,1,1,16,0.0,0.0,10765.0,11,7,36,13.0,37.0,2.0,0.0,0.0,0.0,0.0,92.0,1.0,7.0,9.0,6.16,40.21,8,1.0,1,False,29.493150684931507,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,100.0,5,2.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,5.0,,30.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,28.0,1.0,3.0,5.0,9.0,32.14
32313,940973,2023-03-22 08:00:00,6,6,291,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,10601.0,11,2,36,13.0,37.0,2.0,0.0,0.0,0.0,0.0,92.0,1.0,7.0,9.0,6.16,40.21,6,3.0,1,True,29.043835616438358,6,3.0,4.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,3.0,2.0,25.0,21,6.0,18.0,1.0,0.0,0.0,0.0,35.0,1.0,2.0,7.0,4.5,51.42,4.0,4.0,9.0,0.0,0.0,0.0,0.0,28.0,1.0,3.0,5.0,9.0,32.14
32314,940973,2023-09-27 08:00:00,6,6,2401,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,10790.0,10,2,36,13.0,37.0,2.0,0.0,0.0,0.0,0.0,92.0,1.0,7.0,9.0,6.16,40.21,6,1.0,1,True,29.561643835616437,6,3.0,4.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,3.0,2.0,25.0,21,6.0,18.0,1.0,0.0,0.0,0.0,35.0,1.0,2.0,7.0,4.5,51.42,6.0,6.0,17.0,2.0,0.0,0.0,0.0,49.0,0.0,2.0,9.0,4.25,34.69
32316,946507,2023-01-21 07:15:00,9,9,260,2.0,1,0,1,0,0,0,1,7,6,0.0,0.0,7689.0,2,29,12,11.0,157.0,16.0,2.0,0.0,0.0,0.0,242.0,2.0,1.0,45.0,15.7,64.87,9,0.0,1,True,21.065753424657533,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9,8.0,73.0,8.0,2.0,0.0,0.0,116.0,2.0,1.0,25.0,10.42,62.93,9.0,9.0,114.0,11.0,1.0,0.0,0.0,194.0,2.0,0.0,45.0,12.66,58.76
32321,453277,2023-01-21 07:15:00,9,9,260,2.0,1,0,1,0,0,0,1,1,16,0.0,0.0,11154.0,10,29,10,6.0,43.0,5.0,1.0,0.0,0.0,0.0,52.0,2.0,0.0,26.0,7.16,82.69,9,7.0,1,True,30.55890410958904,2,1.0,7.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,7.0,77.77,8,5.0,41.0,5.0,1.0,0.0,0.0,49.0,2.0,0.0,26.0,8.2,83.67,2.0,2.0,7.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,7.0,3.5,77.77
32324,719715,2023-09-27 08:00:00,6,6,2401,2.0,2,0,1,0,0,0,1,2,6,0.0,0.0,8758.0,2,2,18,10.0,251.0,18.0,7.0,1.0,1.0,0.0,302.0,0.0,1.0,51.0,27.88,83.11,6,18.0,1,True,23.994520547945207,1,1.0,18.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0,18.0,18.0,60.0,11,5.0,96.0,5.0,2.0,0.0,0.0,133.0,0.0,0.0,33.0,19.2,72.18,1.0,1.0,18.0,1.0,1.0,0.0,0.0,30.0,0.0,0.0,18.0,18.0,60.0
32388,1060380,2023-09-22 08:00:00,6,6,1015,2.0,2,0,1,0,0,0,1,3,16,0.0,0.0,9730.0,1,2,4,4.0,106.0,14.0,0.0,1.0,1.0,0.0,145.0,0.0,0.0,71.0,26.5,73.1,6,71.0,1,True,26.65753424657534,2,2.0,79.0,12.0,0.0,1.0,0.0,89.0,0.0,0.0,71.0,39.5,88.76,3,3.0,98.0,13.0,0.0,1.0,0.0,131.0,0.0,0.0,71.0,32.66,74.8,2.0,2.0,79.0,12.0,0.0,1.0,0.0,89.0,0.0,0.0,71.0,39.5,88.76
32394,379145,2023-03-18 11:00:00,3,3,931,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,12081.0,11,4,48,11.0,22.0,1.0,0.0,0.0,0.0,0.0,50.0,3.0,7.0,9.0,5.5,44.0,3,0.0,1,True,33.0986301369863,2,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,28,6.0,4.0,0.0,0.0,0.0,0.0,20.0,3.0,2.0,3.0,1.0,20.0,10.0,10.0,22.0,1.0,0.0,0.0,0.0,49.0,2.0,7.0,9.0,7.33,44.89
32395,379145,2023-09-09 11:00:00,3,3,949,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,12256.0,11,2,48,11.0,22.0,1.0,0.0,0.0,0.0,0.0,50.0,3.0,7.0,9.0,5.5,44.0,3,0.0,1,True,33.57808219178082,8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,28,6.0,4.0,0.0,0.0,0.0,0.0,20.0,3.0,2.0,3.0,1.0,20.0,10.0,10.0,22.0,1.0,0.0,0.0,0.0,49.0,2.0,7.0,9.0,7.33,44.89
32396,379145,2023-02-01 11:00:00,3,3,703,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,12036.0,11,1,48,11.0,22.0,1.0,0.0,0.0,0.0,0.0,50.0,3.0,7.0,9.0,5.5,44.0,3,1.0,1,True,32.97534246575343,8,2.0,6.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,5.0,6.0,40.0,28,6.0,4.0,0.0,0.0,0.0,0.0,20.0,3.0,2.0,3.0,1.0,20.0,10.0,10.0,22.0,1.0,0.0,0.0,0.0,49.0,2.0,7.0,9.0,7.33,44.89
32421,277906,2023-10-13 08:30:00,5,0,291,2.0,2,1,1,0,0,0,1,7,16,0.0,0.0,12119.0,3,25,162,154.0,6632.0,602.0,52.0,43.0,43.0,13.0,8201.0,5.0,17.0,148.0,48.4,80.86,6,78.0,1,False,33.202739726027396,12,11.0,500.0,40.0,4.0,4.0,1.0,683.0,1.0,3.0,108.0,62.5,73.2,14,14.0,476.0,50.0,2.0,2.0,1.0,658.0,0.0,2.0,118.0,39.66,72.34,127.0,127.0,5880.0,547.0,46.0,40.0,11.0,7236.0,2.0,13.0,148.0,51.57,81.26
32438,277906,2023-01-13 09:30:00,5,7,487,2.0,2,0,1,0,0,0,1,7,16,0.0,0.0,11846.0,3,7,162,154.0,6632.0,602.0,52.0,43.0,43.0,13.0,8201.0,5.0,17.0,148.0,48.4,80.86,7,53.0,1,False,32.45479452054794,21,21.0,1103.0,99.0,5.0,6.0,3.0,1329.0,0.0,1.0,123.0,55.15,82.99,3,3.0,164.0,15.0,0.0,2.0,0.0,207.0,0.0,0.0,85.0,54.66,79.22,127.0,127.0,5880.0,547.0,46.0,40.0,11.0,7236.0,2.0,13.0,148.0,51.57,81.26
32453,646175,2023-04-02 07:30:00,20,0,1695,2.0,1,1,1,0,0,0,1,5,16,0.0,0.0,10198.0,5,11,34,34.0,454.0,31.0,5.0,1.0,1.0,0.0,815.0,3.0,4.0,77.0,15.13,55.7,28,8.0,1,False,27.93972602739726,7,7.0,78.0,4.0,0.0,0.0,0.0,196.0,1.0,0.0,23.0,11.14,39.79,7,7.0,79.0,5.0,0.0,0.0,0.0,168.0,0.0,0.0,23.0,11.28,47.02,7.0,7.0,68.0,5.0,1.0,0.0,0.0,161.0,1.0,0.0,31.0,9.71,42.23
32457,646175,2023-03-09 03:15:00,20,32,1939,2.0,1,0,1,0,0,0,1,5,16,0.0,0.0,10174.0,6,32,34,34.0,454.0,31.0,5.0,1.0,1.0,0.0,815.0,3.0,4.0,77.0,15.13,55.7,32,8.0,1,False,27.873972602739727,7,7.0,80.0,5.0,1.0,0.0,0.0,151.0,1.0,0.0,31.0,11.42,52.98,6,6.0,120.0,8.0,4.0,1.0,0.0,165.0,0.0,0.0,77.0,20.0,72.72,7.0,7.0,114.0,6.0,0.0,0.0,0.0,219.0,0.0,0.0,29.0,16.28,52.05
32459,646175,2023-03-29 07:30:00,20,28,1696,2.0,1,0,1,0,0,0,1,5,16,0.0,0.0,10194.0,5,28,34,34.0,454.0,31.0,5.0,1.0,1.0,0.0,815.0,3.0,4.0,77.0,15.13,55.7,28,9.0,1,False,27.92876712328767,7,7.0,95.0,7.0,0.0,0.0,0.0,141.0,0.0,1.0,29.0,15.83,67.37,7,7.0,79.0,5.0,0.0,0.0,0.0,168.0,0.0,0.0,23.0,11.28,47.02,7.0,7.0,68.0,5.0,1.0,0.0,0.0,161.0,1.0,0.0,31.0,9.71,42.23
32460,646175,2023-03-05 06:00:00,20,27,2439,2.0,1,0,1,0,0,0,1,5,16,0.0,0.0,10170.0,6,27,34,34.0,454.0,31.0,5.0,1.0,1.0,0.0,815.0,3.0,4.0,77.0,15.13,55.7,27,14.0,1,False,27.863013698630137,4,4.0,105.0,7.0,4.0,1.0,0.0,151.0,0.0,0.0,77.0,26.25,69.53,7,7.0,85.0,5.0,1.0,0.0,0.0,169.0,2.0,1.0,31.0,14.16,50.29,7.0,7.0,114.0,6.0,0.0,0.0,0.0,219.0,0.0,0.0,29.0,16.28,52.05
32463,646175,2023-04-05 07:30:00,20,0,1696,2.0,1,1,1,0,0,0,1,5,16,0.0,0.0,10201.0,5,17,34,34.0,454.0,31.0,5.0,1.0,1.0,0.0,815.0,3.0,4.0,77.0,15.13,55.7,28,4.0,1,False,27.947945205479453,1,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,133.33,7,7.0,79.0,5.0,0.0,0.0,0.0,168.0,0.0,0.0,23.0,11.28,47.02,7.0,7.0,68.0,5.0,1.0,0.0,0.0,161.0,1.0,0.0,31.0,9.71,42.23
32467,302845,2023-04-02 07:30:00,20,0,1695,2.0,1,1,1,0,0,0,1,6,16,0.0,0.0,12222.0,1,11,61,61.0,1363.0,141.0,26.0,6.0,6.0,1.0,1758.0,4.0,1.0,151.0,22.71,77.53,28,15.0,1,False,33.484931506849314,10,10.0,93.0,12.0,1.0,0.0,0.0,187.0,1.0,0.0,19.0,9.3,49.73,10,10.0,240.0,33.0,3.0,2.0,0.0,304.0,0.0,0.0,57.0,24.0,78.94,47.0,47.0,1175.0,126.0,23.0,6.0,1.0,1487.0,3.0,1.0,151.0,25.54,79.01
32478,302845,2023-03-09 03:15:00,20,32,1939,2.0,1,0,1,0,0,0,1,6,16,0.0,0.0,12198.0,1,32,61,61.0,1363.0,141.0,26.0,6.0,6.0,1.0,1758.0,4.0,1.0,151.0,22.71,77.53,32,50.0,1,False,33.41917808219178,9,9.0,191.0,26.0,1.0,1.0,0.0,242.0,0.0,0.0,50.0,21.22,78.92,3,3.0,97.0,17.0,0.0,1.0,0.0,98.0,0.0,0.0,50.0,32.33,98.97,47.0,47.0,1175.0,126.0,23.0,6.0,1.0,1487.0,3.0,1.0,151.0,25.54,79.01
32480,302845,2023-03-29 07:30:00,20,28,1696,2.0,1,0,1,0,0,0,1,6,16,0.0,0.0,12218.0,1,28,61,61.0,1363.0,141.0,26.0,6.0,6.0,1.0,1758.0,4.0,1.0,151.0,22.71,77.53,28,1.0,1,False,33.47397260273973,7,7.0,106.0,14.0,2.0,1.0,0.0,143.0,1.0,0.0,57.0,15.14,74.12,10,10.0,240.0,33.0,3.0,2.0,0.0,304.0,0.0,0.0,57.0,24.0,78.94,47.0,47.0,1175.0,126.0,23.0,6.0,1.0,1487.0,3.0,1.0,151.0,25.54,79.01
32481,302845,2023-03-05 06:00:00,20,27,2439,2.0,1,0,1,0,0,0,1,6,16,0.0,0.0,12194.0,1,27,61,61.0,1363.0,141.0,26.0,6.0,6.0,1.0,1758.0,4.0,1.0,151.0,22.71,77.53,27,35.0,1,False,33.40821917808219,8,8.0,262.0,29.0,3.0,3.0,0.0,337.0,0.0,1.0,61.0,37.42,77.74,19,19.0,407.0,41.0,5.0,2.0,0.0,546.0,1.0,1.0,61.0,22.61,74.54,47.0,47.0,1175.0,126.0,23.0,6.0,1.0,1487.0,3.0,1.0,151.0,25.54,79.01
32488,302845,2023-04-05 07:30:00,20,0,1696,2.0,1,1,1,0,0,0,1,6,16,0.0,0.0,12225.0,1,17,61,61.0,1363.0,141.0,26.0,6.0,6.0,1.0,1758.0,4.0,1.0,151.0,22.71,77.53,28,36.0,1,False,33.49315068493151,1,1.0,36.0,5.0,0.0,0.0,0.0,38.0,0.0,0.0,36.0,36.0,94.73,10,10.0,240.0,33.0,3.0,2.0,0.0,304.0,0.0,0.0,57.0,24.0,78.94,47.0,47.0,1175.0,126.0,23.0,6.0,1.0,1487.0,3.0,1.0,151.0,25.54,79.01
32489,302845,2023-04-01 07:30:00,20,0,1696,2.0,1,1,1,0,0,0,1,6,16,0.0,0.0,12221.0,1,4083,61,61.0,1363.0,141.0,26.0,6.0,6.0,1.0,1758.0,4.0,1.0,151.0,22.71,77.53,28,29.0,1,False,33.48219178082192,1,1.0,29.0,4.0,1.0,0.0,0.0,27.0,0.0,0.0,29.0,29.0,107.4,10,10.0,240.0,33.0,3.0,2.0,0.0,304.0,0.0,0.0,57.0,24.0,78.94,47.0,47.0,1175.0,126.0,23.0,6.0,1.0,1487.0,3.0,1.0,151.0,25.54,79.01
32493,302845,2023-03-27 07:30:00,20,0,1695,2.0,1,1,1,0,0,0,1,6,16,0.0,0.0,12216.0,1,27,61,61.0,1363.0,141.0,26.0,6.0,6.0,1.0,1758.0,4.0,1.0,151.0,22.71,77.53,28,56.0,1,False,33.46849315068493,8,8.0,262.0,29.0,3.0,3.0,0.0,337.0,0.0,1.0,61.0,37.42,77.74,10,10.0,240.0,33.0,3.0,2.0,0.0,304.0,0.0,0.0,57.0,24.0,78.94,47.0,47.0,1175.0,126.0,23.0,6.0,1.0,1487.0,3.0,1.0,151.0,25.54,79.01
32546,465327,2023-01-23 07:15:00,9,9,260,2.0,1,0,1,0,0,0,1,6,16,0.0,0.0,11123.0,1,29,17,17.0,440.0,40.0,5.0,2.0,2.0,1.0,671.0,0.0,1.0,110.0,27.5,65.57,9,24.0,1,True,30.473972602739725,3,3.0,94.0,6.0,1.0,1.0,0.0,141.0,0.0,1.0,51.0,47.0,66.66,15,15.0,421.0,38.0,5.0,2.0,1.0,623.0,0.0,1.0,110.0,30.07,67.57,8.0,8.0,165.0,13.0,1.0,1.0,0.0,310.0,0.0,1.0,51.0,23.57,53.22
32547,465327,2023-07-04 07:00:00,9,9,261,2.0,1,0,1,0,0,0,1,6,16,0.0,0.0,11285.0,3,30,17,17.0,440.0,40.0,5.0,2.0,2.0,1.0,671.0,0.0,1.0,110.0,27.5,65.57,9,12.0,1,True,30.91780821917808,1,1.0,12.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,12.0,12.0,63.15,15,15.0,421.0,38.0,5.0,2.0,1.0,623.0,0.0,1.0,110.0,30.07,67.57,4.0,4.0,139.0,16.0,2.0,0.0,1.0,171.0,0.0,0.0,110.0,34.75,81.28
32549,465327,2023-01-21 07:15:00,9,9,260,2.0,1,0,1,0,0,0,1,6,16,0.0,0.0,11121.0,1,29,17,17.0,440.0,40.0,5.0,2.0,2.0,1.0,671.0,0.0,1.0,110.0,27.5,65.57,9,51.0,1,True,30.46849315068493,3,3.0,94.0,6.0,1.0,1.0,0.0,141.0,0.0,1.0,51.0,47.0,66.66,15,15.0,421.0,38.0,5.0,2.0,1.0,623.0,0.0,1.0,110.0,30.07,67.57,8.0,8.0,165.0,13.0,1.0,1.0,0.0,310.0,0.0,1.0,51.0,23.57,53.22
32550,465327,2023-01-18 07:15:00,9,9,260,2.0,1,0,1,0,9,0,1,6,16,0.0,0.0,11118.0,2,29,17,17.0,440.0,40.0,5.0,2.0,2.0,1.0,671.0,0.0,1.0,110.0,27.5,65.57,9,19.0,1,True,30.46027397260274,3,3.0,94.0,6.0,1.0,1.0,0.0,141.0,0.0,1.0,51.0,47.0,66.66,15,15.0,421.0,38.0,5.0,2.0,1.0,623.0,0.0,1.0,110.0,30.07,67.57,5.0,5.0,136.0,11.0,2.0,1.0,0.0,190.0,0.0,0.0,63.0,27.2,71.57
