Unnamed: 0,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,target_value,target_id,is_home,current_age,freq,target_value_binary,stratify_col
18617,25490,2021-10-08 09:30:00,30,0,2569,3.0,1,1,1,0,0,0,1,7,2,0.0,0.0,12607,4,20,41.0,1,False,34.53972602739726,24,1,25490_1
21688,28235,2013-10-10 14:00:00,6,6,2401,3.0,3,0,1,0,0,0,1,6,0,0.0,0.0,10171,2,2,32.0,1,True,27.86575342465753,19,1,28235_1
13335,226492,2021-03-03 06:00:00,5,5,1166,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,12573,1,2,43.0,1,True,34.44657534246576,21,1,226492_1
10845,233400,2020-02-29 06:30:00,32,0,2585,3.0,1,1,1,0,0,0,1,7,2,0.0,0.0,10758,2,16,38.0,1,False,29.473972602739725,16,1,233400_1
8617,303427,2022-11-04 04:00:00,29,0,131,3.0,1,1,1,0,0,0,1,4,2,0.0,0.0,11750,1,5,37.0,1,False,32.19178082191781,15,1,303427_1
24633,56194,2018-03-16 13:30:00,25,8,1004,3.0,3,0,1,0,0,0,1,6,0,0.0,0.0,10588,1,8,50.0,1,False,29.008219178082197,11,1,56194_1
16935,249866,2014-01-29 08:35:00,1,2,905,3.0,3,0,1,0,0,0,1,6,2,6.05,0.0,9157,1,2,22.0,1,False,25.087671232876712,46,1,249866_1
24959,48472,2010-05-11 17:00:00,8,0,1697,3.0,1,1,1,0,0,0,1,0,2,0.0,0.0,12262,3,6,33.0,1,False,33.59452054794521,21,1,48472_1
12293,325026,2022-10-22 07:00:00,2,2,132,3.0,3,0,1,0,0,0,1,4,2,0.0,0.0,12426,4,5,28.0,1,True,34.04383561643836,32,1,325026_1
23931,50710,2010-10-31 09:35:00,8,2,213,3.0,2,0,1,0,0,0,1,9,0,0.0,0.0,12057,4,2,44.0,1,False,33.032876712328765,14,1,50710_1
15465,671805,2015-07-09 09:00:00,30,30,237,3.0,1,0,1,0,0,0,1,6,0,0.0,0.0,8173,1,27,62.0,1,True,22.39178082191781,10,1,671805_1
25494,19296,2007-09-19 16:00:00,1,0,302,3.0,3,1,1,0,0,0,1,7,2,6.04,0.0,9945,3,6,39.0,1,False,27.246575342465757,30,1,19296_1
24983,48472,2009-09-02 13:30:00,8,8,1004,3.0,3,0,1,0,0,0,1,0,2,0.0,0.0,12011,1,5,57.0,1,True,32.90684931506849,13,1,48472_1
6041,308967,2021-10-23 14:00:00,1,0,2439,3.0,3,1,1,0,0,0,1,9,2,0.0,0.0,11368,2,4,24.0,1,False,31.145205479452056,37,1,308967_1
26007,44932,2007-09-15 16:00:00,3,3,174,3.0,3,0,1,0,0,0,1,4,0,0.0,0.0,8554,2,25,36.0,1,True,23.435616438356163,11,1,44932_1
8568,303427,2021-08-29 11:00:00,29,29,613,3.0,1,0,1,0,0,0,1,4,2,0.0,0.0,11318,1,9,37.0,1,True,31.008219178082197,15,1,303427_1
13879,42657,2017-03-26 16:30:00,7,4,199,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,12837,5,4,38.0,1,False,35.16986301369863,16,1,42657_1
8628,303427,2017-03-12 08:30:00,29,0,3203,3.0,1,1,1,0,0,0,1,4,2,0.0,0.0,9687,1,40,49.0,1,False,26.53972602739726,11,1,303427_1
13867,42657,2012-12-25 13:30:00,7,6,683,3.0,3,0,1,0,0,0,1,0,2,0.0,0.0,11285,5,6,57.0,1,False,30.91780821917808,13,1,42657_1
22047,25446,2018-06-12 10:00:00,30,30,237,3.0,1,0,1,0,0,0,1,7,2,5.11,0.0,12477,2,7,31.0,1,True,34.18356164383562,24,1,25446_1
18329,604302,2018-12-17 08:00:00,4,25,1564,3.0,1,0,1,0,0,0,1,9,0,0.0,0.0,8477,3,25,23.0,1,False,23.22465753424657,34,1,604302_1
6590,236489,2022-07-07 17:00:00,1,1,1184,3.0,2,0,1,0,0,0,1,7,0,6.0,0.0,12726,3,6,21.0,1,True,34.865753424657534,35,1,236489_1
18349,604302,2021-06-29 18:00:00,4,4,1131,3.0,1,0,1,0,0,0,1,9,0,0.0,0.0,9402,5,3,26.0,1,True,25.75890410958904,38,1,604302_1
5453,307756,2015-11-30 06:00:00,37,0,1965,3.0,1,1,1,0,0,0,1,3,2,0.0,0.0,9766,4,40,28.0,1,False,26.756164383561643,32,1,307756_1
26016,44932,2007-11-23 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,4,0,0.0,0.0,8623,3,5,33.0,1,True,23.624657534246577,21,1,44932_1
17309,431901,2020-01-19 22:00:00,4,4,576,3.0,2,0,1,0,0,0,1,6,0,0.0,0.0,10250,2,29,46.0,1,True,28.08219178082192,20,1,431901_1
13889,42657,2015-11-27 16:00:00,7,0,2439,3.0,3,1,1,0,0,0,1,0,2,0.0,0.0,12352,4,1,26.0,1,False,33.84109589041096,38,1,42657_1
25500,19296,2010-02-19 14:00:00,1,0,2439,3.0,3,1,1,0,0,0,1,7,2,6.04,0.0,10829,3,7,43.0,1,False,29.66849315068493,21,1,19296_1
15484,348144,2021-10-29 14:00:00,7,0,2439,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,9876,2,40,51.0,1,False,27.057534246575344,13,1,348144_1
25503,19296,2011-01-12 08:35:00,1,2,131,3.0,3,0,1,0,0,0,1,7,2,6.04,0.0,11156,3,2,25.0,1,False,30.56438356164384,33,1,19296_1
4793,350629,2015-11-25 06:00:00,19,0,1965,3.0,1,1,1,0,0,0,1,0,2,0.0,0.0,8540,5,37,29.0,1,False,23.3972602739726,23,1,350629_1
8630,303427,2012-03-23 06:00:00,29,0,2439,3.0,1,1,1,0,0,0,1,4,2,0.0,0.0,7872,2,15,33.0,1,False,21.567123287671237,21,1,303427_1
17614,34102,2021-11-19 13:30:00,6,6,2575,3.0,3,0,1,0,0,0,1,7,2,0.0,0.0,12622,2,5,55.0,1,True,34.58082191780822,14,1,34102_1
7799,56025,2018-06-07 14:30:00,25,0,3416,3.0,3,1,1,0,0,0,1,0,2,0.0,0.0,11811,6,40,45.0,1,False,32.35890410958904,10,1,56025_1
21604,470699,2017-01-17 15:00:00,15,0,1965,3.0,3,1,1,0,0,0,1,5,0,0.0,0.0,9108,1,30,24.0,1,False,24.95342465753425,37,1,470699_1
6599,236489,2020-08-30 13:30:00,1,1,75,3.0,1,0,1,0,0,0,1,7,0,6.0,0.0,12050,3,7,54.0,1,True,33.013698630136986,11,1,236489_1
11491,437316,2022-02-20 06:10:00,8,2,61,3.0,2,0,1,0,0,0,1,0,2,6.0,0.0,11122,6,2,35.0,1,False,30.471232876712328,21,1,437316_1
14980,272450,2022-10-09 08:10:00,2,2,3404,3.0,2,0,1,0,0,0,1,0,2,0.0,0.0,11312,3,1,36.0,1,True,30.991780821917807,11,1,272450_1
15468,671805,2015-07-25 09:00:00,30,0,974,3.0,1,1,1,0,0,0,1,6,0,0.0,0.0,8189,4,19,25.0,1,False,22.435616438356163,33,1,671805_1
19617,24605,2018-06-17 15:00:00,29,0,1123,3.0,1,1,1,0,0,0,1,4,2,0.0,0.0,12523,6,30,28.0,1,False,34.30958904109589,32,1,24605_1
